Ticker,Price,Drug,Indication,Stage,Date,Catalyst,Shares_Millions,Market_Cap,Volatility,Share_Price_D-1,Share_Price_D1,Share_Price_D5,Perc_Return_D1,Perc_Return_D5,XBI_Return_D1,XBI_Return_D5,Short_Interest_Pct,Year_Beta,Daily_Volum_Traded
OLMA,$9.85 ,Palazestrant (OP-1250) and ribociclib - (OPERA-02),Breast CancerÂ ,Phase 1/2,5/15/2024,Phase 1b/2 data to be shared at ESMO Breast Cancer showed that treatment was well tolerated with no new safety signals or increased toxicity and no clinically meaningful impact on drug exposure of eit,68,550.55073,75.8931,10.17,9.85,9.21,-0.031970755,-0.09915236,-0.019742147,-0.015195701,15.03284,0.05742,16.09688
ACXP,$2.25 ,Ibezapolstat,C. difficile InfectionÂ ,Phase 2b,5/15/2024,"Phase 3 agreement with the FDA after EoP2 meeting, noted May 15, 2024.",1,35.64698,83.481,41.8,45,51,0.07376615,0.198929293,-0.019742147,-0.015195701,3.88466,0.03056,0.38358
BCAB,$3.00 ,Ozuriftamab Vedotin (BA3021),"Solid Tumors, Non-small cell lung cancer (NSCLC), recurrent or metastatic squamous cell carcinoma of the head and neck (R/M SCCHN)Â ",Phase 2,5/15/2024,"Phase 2 data reported 11 responses at the combined 2Q3W and Q2W dose regimens (5 confirmed, including 1 complete response), noted May 15, 2024.",58,144.34775,136.2625,2.61,3,2.28,0.139262067,-0.135174778,-0.019742147,-0.015195701,11.07718,0.28555,3.9458
BCDA,$6.00 ,BCDA-03,Ischemic heart failureÂ ,Phase 1/2,5/15/2024,"Phase 1/2 data reported that treatment-emergent adverse events, arrhythmias, rejection, or allergic response have been observed, noted May 15, 2024.",5,10.91891,90.8696,5.94,5.9985,4.6395,0.009800305,-0.247102532,-0.019742147,-0.015195701,0.96255,0.02884,0.03647
PHIO,$7.20 ,PH-762 (direct drug therapy),MelanomaÂ ,Phase 1b,5/15/2024,"Phase 1b dosing of the first cohort of patients was completed and screening for the next dose cohort is on-going, noted May 15, 2024",5,3.67335,134.6893,6.6042,7.2,7.02,0.086375216,0.061057408,-0.019742147,-0.015195701,4.0222,0.00258,0.08387
AXGN,$5.95 ,Avance Nerve Graf - (RECON),Severed peripheral nervesÂ ,BLA Filing,5/15/2024,"BLA submitted on May 15, 2024.",46,260.04222,59.5963,5.77,5.95,6.2,0.030719139,0.071877212,-0.019742147,-0.015195701,4.15643,0.08974,0.81598
LLY,$770.05 ,Insulin efsitora alfa (efsitora) - (QWINT-2 and QWINT-4),Type 2 diabetesÂ ,Phase 3,5/16/2024,"Phase 3 data reported that trials met their primary endpoints, noted May 16, 2024.",946,694320.6013,26.2437,787.02,771.12,808.45,-0.020409658,0.026865173,0.015561552,0.0361717,0.5674,0.03144,1773.30842
PFE,$28.53 ,ARV-471 with IBRANCE (palbociclib) - (TACTIVE-N),ER+ positive / HER2- negative breast cancerÂ ,Phase 1b,5/16/2024,"Phase 1b data reported a clinical benefit rate (63%), overall response rate (41.9%), median progression-free survival (11.2 months), noted May 16, 2024.",,163877.8666,26.3687,28.82,28.92,28.69,0.003463807,-0.004520961,0.015561552,0.0361717,1.10312,0.0212,1159.04946
ARVN,$32.11 ,ARV-471 with IBRANCE (palbociclib) - (TACTIVE-N),ER+ positive / HER2- negative breast cancerÂ ,Phase 1b,5/16/2024,"Phase 1b data reported a clinical benefit rate (63%), overall response rate (41.9%), median progression-free survival (11.2 months), noted May 16, 2024.",73,2197.34802,66.8885,32.33,32.11,35.23,-0.006828084,0.085902401,0.015561552,0.0361717,12.65675,0.10887,43.0292
AZN,$76.57 ,Sipavibart (AZD3152) - (SUPERNOVA),COVIDâ€‘19Â ,Phase 3,5/16/2024,"Phase 3 data reported that the trial met both dual primary endpoints, noted May 16, 2024.",,188601.5931,21.5588,121.72,121.66,124.04,-0.000493056,0.018880769,0.015561552,0.0361717,0,0.20815,200.648
RHHBY,$32.65 ,CT-388,Obesity and type 2 diabetesÂ ,Phase 1b,5/16/2024,"Phase 1b data reported significant weight loss in healthy adults with obesity compared to placebo, noted May 16, 2024.",,189539.6107,0,0,0,0,#DIV/0!,#DIV/0!,0.015561552,0.0361717,0,0,0
BIIB,$230.04 ,ION582 (BIIB121) - (HALOS),Angelman SyndromeÂ ,Phase 1/2,5/16/2024,"Phase 1b/2 enrollment completed, noted November 2, 2023. Phase 1b datademonstrated consistent improvements across multiple functional domains, noted May 16, 2024.",146,33493.10973,26.2675,235.32,230.04,218.06,-0.022693083,-0.076176036,0.015561552,0.0361717,2.1621,0.18633,215.47341
IONS,$37.62 ,ION582 (BIIB121) - (HALOS),Angelman SyndromeÂ ,Phase 1/2,5/16/2024,"Phase 1b/2 enrollment completed, noted November 2, 2023. Phase 1b datademonstrated consistent improvements across multiple functional domains, noted May 16, 2024.",159,5491.21737,30.8211,39.21,37.62,38,-0.041395992,-0.031345657,0.015561552,0.0361717,5.99709,0.16096,124.67035
TRML,$15.00 ,TOUR006 - (TRANQUILITY),Atherosclerotic cardiovascular disease (ASCVD)Â ,Phase 2,5/16/2024,"Phase 2 dosing initiated, noted May 16, 2024.",25,384.69764,102.2965,15.25,15,13.66,-0.016529302,-0.110107649,0.015561552,0.0361717,12.12055,0.00799,3.20702
BIIB,$230.04 ,BIIB105 (ATXN2 ASO) - (ALSpire),Amyotrophic Lateral Sclerosis (ALS)Â ,Phase 1/2,5/16/2024,"Phase 1/2 topline data reported that treatment did not result in a reduction in levels of plasma neurofilament light chain (NfL), a marker of neurodegeneration and neuronal damage, noted May 16, 2024.",146,33493.10973,26.2675,235.32,230.04,218.06,-0.022693083,-0.076176036,0.015561552,0.0361717,2.1621,0.18633,215.47341
IONS,$37.62 ,BIIB105 (ATXN2 ASO) - (ALSpire),Amyotrophic Lateral Sclerosis (ALS)Â ,Phase 1/2,5/16/2024,"Phase 1/2 topline data reported that treatment did not result in a reduction in levels of plasma neurofilament light chain (NfL), a marker of neurodegeneration and neuronal damage, noted May 16, 2024.",159,5491.21737,30.8211,39.21,37.62,38,-0.041395992,-0.031345657,0.015561552,0.0361717,5.99709,0.16096,124.67035
ASND,$122.80 ,Breyanzi (lisocabtagene maraleucel) - (TRANSCEND FL),Follicular lymphomaÂ ,Approved,5/16/2024,"Approved May 16, 2024.",60,7041.98921,36.801,124.04,122.8,129.44,-0.010047079,0.042613359,0.015561552,0.0361717,6.44529,0.0983,61.86099
BMY,$42.97 ,Breyanzi (lisocabtagene maraleucel) - (TRANSCEND FL),Follicular lymphomaÂ ,Approved,5/16/2024,"Approved May 16, 2024.",,89415.38524,23.1178,44.55,44.11,41.54,-0.00992564,-0.069955335,0.015561552,0.0361717,1.3825,0.03278,695.42551
PHIO,$6.59 ,PH-762,Cutaneous Squamous Cell CarcinomaÂ ,Phase 1b,5/16/2024,"Phase 1b data reported that treatment was well tolerated at the maximum administered dose and treatment with mPH-762 provided robust inhibition of tumor growth, noted May 16, 2024.",5,3.36296,135.0024,7.2,6.5916,6.9102,-0.088284915,-0.041082445,0.015561552,0.0361717,4.0222,0.00258,0.06625
MLTX,$40.86 ,Nanobody (sonelokimab) - (VELA),Hidradenitis suppurativaÂ ,Phase 3,5/16/2024,"Phase 3 trial VELA initiated, noted May 16, 2024.",64,2569.05767,54.3327,40.69,40.86,39.96,0.004169227,-0.018103408,0.015561552,0.0361717,11.02638,0.05724,9.64807
ATXI,$3.63 ,AJ201,Spinal and bulbar muscular atrophy (SBMA)Â ,Phase 1/2,5/16/2024,"Phase 1b/2 last patient dosed completed, noted May 16, 2024.",3,3.41578,176.0946,3.65,3.63,3.62,-0.005494519,-0.008253142,0.015561552,0.0361717,1.82064,0.01324,0.1657
IVA,$3.65 ,Lanifibranor - (NATiV3),Nonalcoholic steatohepatitis (NASH)Â ,Phase 3,5/16/2024,"Positive recommendation from DMC on May 16, 2024.",95,178.58536,52.8749,3.52,3.41,3.325,-0.031748698,-0.056991316,0.015561552,0.0361717,0,0.09918,0.1428
AMGN,$310.30 ,IMDELLTRA (tarlatamab-dlle),Extensive-stage small cell lung cancer (ES-SCLC)Â ,Approved,5/17/2024,"Approved May 17, 2024.",538,167619.7482,26.7228,314.72,312.47,305.84,-0.00717489,-0.028621265,0.003462083,0.041456714,1.81116,0.02106,616.88515
MRNS,$1.33 ,Ganaxolone - (TrustTSC),Tuberous Sclerosis ComplexÂ ,Phase 3,5/17/2024,"Phase 3 enrollment completed, noted May 17, 2024.",55,4494.90726,40.2005,59.65,59.99,53.57,0.005683733,-0.107504939,0.003462083,0.041456714,0,0.00845,0.53991
AZTR,$5.46 ,ATR04-484,EGFRi-associated rashÂ ,Preclinical,5/17/2024,"Preclinical data reported that treatment reduced IL-36g, a pro-inflammatory cytokine that drives inflammation in EGFRi-induced toxicity, in human skin model by 75% compared to erlotinib-treated skin,",3,5.24244,230.6059,39.62038,36.36364,38.002,-0.085774258,-0.041704842,0.003462083,0.041456714,1.02826,0.01114,2.1416
LEXX,$3.15 ,DehydraTECH-powered GLP-1 drugs (semaglutide) - (WEIGHT-A24-1),DiabetesÂ ,Preclinical,5/17/2024,"Preclinical trial initiated, noted May 17, 2024.",19,40.58987,140.6186,3.14,3.15,3.12,0.003179653,-0.006389798,0.003462083,0.041456714,1.99575,0.00028,0.88715
ARWR,$24.77 ,Plozasiran (ARO-APOC3) - (CAPITAN),Mixed hyperlipidemiaÂ ,Phase 2b,5/18/2024,"Phase 2b data reported that treatment significantly reduced triglycerides and atherogenic triglyceride rich lipoproteins and increased HDL, across all dose levels at Week 24 in patients with mixed dys",138,3076.4397,79.0301,24.77,24.77,24.88,0,0.004431024,-0.011883487,0.026111144,7.74045,0.18258,0
NNVC,$2.12 ,NV-CoV-2 (NV-387),"RSV (Respiratory Syncytial Virus), Coronavirus, Smallpox/Mpox related Ectromelia virus infectionÂ ",Preclinical,5/20/2024,"Preclinical data reported that NV-387 against RSV/A2 is clearly demonstrated by lungs remaining normal and showing no infection-related damage, when treated orally with NV-387, in a lethal lung RSV in",17,24.98661,90.8918,2.07,2.115,2.23,0.021506205,0.074452978,-0.004268132,0.026111144,0.84828,0.02801,0.39121
DYN,$35.38 ,DYNE-101 - (ACHIEVE),Myotonic Dystrophy Type 1 (DM1)Â ,Phase 1/2,5/20/2024,"Phase 1/2 data reported that patients in the 5.4 mg/kg Q8W cohort had a 27% mean splicing correction from baseline across a broad, 22-gene panel at 3 months, with all participants demonstrating splici",142,3081.23178,83.2802,27.68,35.38,31.22,0.245436558,0.120348784,-0.004268132,0.026111144,11.06178,0.125,162.67452
DYN,$35.38 ,DYNE-251 - (DELIVER),Duchenne muscular dystrophy (DMD)Â ,Phase 1/2,5/20/2024,"Phase 1/2 data reported that patients treated with 10 mg/kg of DYNE-251 Q4W had a mean absolute dystrophin level of 3.22% of normal and a 2.97% change, noted May 20, 2024.",142,3081.23178,83.2802,27.68,35.38,31.22,0.245436558,0.120348784,-0.004268132,0.026111144,11.06178,0.125,162.67452
BCLI,$8.51 ,NurOwn,Amytrophic lateral sclerosis (ALS)Â ,Phase 3,5/20/2024,"Phase 3 data reported a 4% decrease from baseline in NfL in Phase 3 and a 27% and 36% decrease from baseline, at the ends of Period 1 and Period 2 of the EAP, respectively, noted May 20, 2024.",10,39.73565,169.2925,7.8015,8.505,8.0595,0.086338203,0.032535497,-0.004268132,0.026111144,2.99414,0.10377,0.34736
PLUR,$6.05 ,NurOwn,Amytrophic lateral sclerosis (ALS)Â ,Phase 3,5/20/2024,"Phase 3 data reported a 4% decrease from baseline in NfL in Phase 3 and a 27% and 36% decrease from baseline, at the ends of Period 1 and Period 2 of the EAP, respectively, noted May 20, 2024.",8,32.60219,86.648,6.1,6.05,6.0199,-0.008230499,-0.013218123,-0.004268132,0.026111144,0.7302,0.05488,0.02354
ESPR,$2.48 ,Bempedoic acid - (Japan trial),HypercholesterolemiaÂ ,Phase 3,5/20/2024,"Phase 3 data reported that the percentage change from baseline in LDL-C at Week 12, the primary endpoint, was -25.25%% in the group receiving bempedoic acid placebo group and -3.46% in the placebo gro",201,469.86153,100.8292,2.36,2.48,2.13,0.049596941,-0.102539639,-0.004268132,0.026111144,10.48621,0.23432,14.55998
ARWR,$24.82 ,ARO-RAGE-1001,AsthmaÂ ,Phase 1/2,5/20/2024,"Phase 1/2a trial data presented at ATS reported that after two doses of ARO-RAGE in patients with mild to moderate asthma, serum sRAGE was reduced up to 88% with a mean maximum reduction up to 77%, no",138,3082.64971,78.9099,24.77,24.82,24.88,0.002016536,0.004431024,-0.004268132,0.026111144,7.74045,0.18258,11.02909
AMGN,$312.35 ,TEZSPIRE (tezepelumab-ekko) - (COURSE),Chronic obstructive pulmonary disease (COPD)Â ,Phase 2,5/20/2024,"Phase 2 data presented at ATS reported that a 17% numerical reduction in the annual rate of moderate or severe COPD exacerbations compared to placebo at week 52, which was not statistically significan",538,168730.168,26.7323,312.47,314.54,305.84,0.006602789,-0.021446375,-0.004268132,0.026111144,1.81116,0.02106,438.71505
GILD,$66.49 ,Livdelzi (Seladelpar) - (ASSURE),Pruritus (itch) in people living with primary biliary cholangitis (PBC)Â ,Phase 3,5/20/2024,"Phase 3 data reported that 70% of patients achieved the composite response endpoint and 25% experienced ALP normalization, noted May 20, 2024.",,84593.43289,24.0191,67.72,67.9,65.68,0.002654477,-0.030587092,-0.004268132,0.026111144,1.69843,0.07141,320.47809
SONN,$13.92 ,SON-1010 with Trabectedin - (SB101),Solid tumorsÂ ,Phase 1,5/20/2024,"Additional safety data reported a 10-fold extended half-life for SON-1010 compared with rhIL-12 that induces prolonged and controlled IFNÎ³ responses, with no evidence of cytokine release syndrome at a",6,5.41558,86.0203,14.72,13.92,13.2,-0.055880458,-0.108990284,-0.004268132,0.026111144,12.8577,0.06649,0.07184
RHHBY,$32.77 ,SON-1010 in combination with atezolizumab - (SB221),Platinum-resistant ovarian cancerÂ ,Phase 1/2,5/20/2024,Phase 1b/2 data reported that one patient in Part 1 of SB221 with uterine sarcomas received 8 cycles of the SON-1010/atezolizumab combination therapy every 3 weeks before progressing; another two have,,191277.2453,0,0,0,0,#DIV/0!,#DIV/0!,-0.004268132,0.026111144,0,0,0
SONN,$13.92 ,SON-1010 in combination with atezolizumab - (SB221),Platinum-resistant ovarian cancerÂ ,Phase 1/2,5/20/2024,Phase 1b/2 data reported that one patient in Part 1 of SB221 with uterine sarcomas received 8 cycles of the SON-1010/atezolizumab combination therapy every 3 weeks before progressing; another two have,6,5.41558,86.0203,14.72,13.92,13.2,-0.055880458,-0.108990284,-0.004268132,0.026111144,12.8577,0.06649,0.07184
GRI,$5.59 ,GRI-0621,Idiopathic pulmonary fibrosis (IPF)Â ,Preclinical,5/20/2024,"Preclinical data reported that GRI-0621 was shown to reduce the fibrotic score, inhibit the production of TGFÎ² and VCAM-1 and reduce the immune cell, noted May 20, 2024.",2,1.62302,150.5529,92.82002,95.03002,70.27801,0.023530492,-0.278203402,-0.004268132,0.026111144,0.43047,0.00229,1.09731
KRRO,$54.60 ,KRRO-110 - (REWRITE),Alpha-1 Antitrypsin Deficiency (AATD)Â ,Preclinical,5/20/2024,Preclinical data presented at ATS showed sustained editing efficiency of approximately 60% and increased total alpha-1 antitrypsin (AAT) protein levels to greater than 60uM at week 13 in an in vivo ge,9,506.30509,95.4233,54.66,54.6,48.85,-0.001098298,-0.112377802,-0.004268132,0.026111144,1.33702,0.00011,2.03587
LRMR,$7.27 ,Nomlabofusp (CTI-1601),Friedreichâ€™s ataxia (FA)Â ,Phase 2,5/20/2024,"Phase 2 clinical hold removed, noted May 20, 2024.",85,463.84066,91.0578,7.38,7.27,7.08,-0.015017347,-0.041499731,-0.004268132,0.026111144,6.12048,0.02682,5.62276
VTVT,$28.21 ,Azeliragon,Refractory to first-line treatment of metastatic pancreatic cancerÂ ,Phase 1/2,5/20/2024,"Phase 1/2 Orphan Drug Designation granted by the FDA on May 20, 2024.",3,180.64116,159.8436,27.9,28.21,27.72,0.011049836,-0.006472515,-0.004268132,0.026111144,0.41543,0.00052,0.26867
ARCT,$30.50 ,Kostaive (ARCT-154),COVID-19 variant vaccineÂ ,Phase 1/2,5/20/2024,"Phase 1/2 additional results demonstrate that two 5 Î¼g doses of ARCT-154, sa-mRNA vaccine, were well-tolerated, immunogenic and provided significant protection against multiple strains of COVID-19, no",27,821.42069,64.6101,29.78,30.5,30.41,0.023889656,0.020934474,-0.004268132,0.026111144,18.25466,0.29851,9.51335
CSLLY,$92.08 ,Kostaive (ARCT-154),COVID-19 variant vaccineÂ ,Phase 1/2,5/20/2024,"Phase 1/2 additional results demonstrate that two 5 Î¼g doses of ARCT-154, sa-mRNA vaccine, were well-tolerated, immunogenic and provided significant protection against multiple strains of COVID-19, no",968,134295.9334,0,0,0,0,#DIV/0!,#DIV/0!,-0.004268132,0.026111144,0,0,0
GLUE,$4.30 ,MRT-6160,Autoimmune conditionsÂ ,Preclinical,5/21/2024,"Preclinical data reported that MRT-6160-mediated murine (m)VAV1 degradation prevented disease progression by 85% compared to vehicle (P<0.0001), and also reduced the disease activity index (DAI) score",61,262.59841,109.9002,4.95,4.295,4.18,-0.141936021,-0.16907633,0.001084364,0.034623083,3.13201,0.18288,2.21366
IRWD,$6.78 ,Apraglutide - (STARS),Short Bowel Syndrome with Intestinal Failure (SBS-IF)Â ,Phase 3,5/21/2024,"Additional Phase 3 data to be presented at the Digestive Disease Week reported that significantly more apraglutide-patients gained additional days off from PS per week at week 24 versus placebo, noted",162,1077.72929,82.6746,6.42,6.78,5.88,0.054558984,-0.087861356,0.001084364,0.034623083,12.63204,0.00201,15.70096
GILD,$65.89 ,Depemokimab - (SWIFT-1 and SWIFT-2),Severe asthma with type 2 inflammation characterised by blood eosinophil countÂ ,Phase 3,5/21/2024,"Phase 3 data reported that both trials met its primary endpoints, noted May 21, 2024.",,83833.46243,23.9321,67.9,67.29,63.94,-0.009024397,-0.060090891,0.001084364,0.034623083,1.69843,0.07141,383.63563
CTXR,$0.73 ,Mino-Lok,Catheter related blood stream infection (CRBSI)Â ,Phase 3,5/21/2024,"Phase 3 topline data study met its primary endpoint with a statistically significant improvement in the time to failure event, noted May 21, 2024.",17,131.89155,68.3558,16.495,18.25,15.7975,0.101107775,-0.043205605,0.001084364,0.034623083,7.98581,0.01613,15.84007
PRTC,$29.50 ,VE303 - (RESTORATiVE303),Clostridioides difficile infection (CDI)Â ,Phase 3,5/21/2024,"Phase 3 dosing initiated, noted May 21, 2024.",24,611.92003,46.9567,2.285,2.26,2.26,-0.011001211,-0.011001211,0.001084364,0.034623083,0,0.10067,0.64292
ASLN,$3.84 ,eblasakimab versus dupilumab,human tissue model of chronic obstructive pulmonary disease (COPD)Â ,Preclinical,5/21/2024,"Preclinical data presented at American Thoracic Society results support further investigation of eblasakimab as a potential therapeutic option for COPD, noted May 20, 2024.",2,(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),#VALUE!,#VALUE!,0.001084364,0.034623083,(Invalid Identifier),(Invalid Identifier),(Invalid Identifier)
ONVO,$1.03 ,FXR314 with Tofacitinib,Inflammatory Bowel DiseaseÂ ,Preclinical,5/21/2024,"Preclinical data reported that FXR314 alone improved measures of colon health and colon histopathology similarly to approved IBD therapies tofacitinib and IL-12/23 antagonist, noted May 21, 2024.",1,13.34217,0,0,0,0,#DIV/0!,#DIV/0!,0.001084364,0.034623083,0,0,0
PALI,$5.41 ,PALI-2108,Moderate-to-severe ulcerative colitis (UC)Â ,Preclinical,5/21/2024,"Preclinical data presented at DDW exhibited a dose-dependent efficacy response in two DSS colitis mouse models, achieving efficacy comparable to doses of apremilast considered intolerable for human us",9,5.07221,150.3663,5.85,5.41,4.76,-0.078192568,-0.206193993,0.001084364,0.034623083,19.03703,0.04173,0.1657
GRI,$5.39 ,GRI-0124,Systemic Lupus Erythematosus (SLE)Â ,Preclinical,5/21/2024,"Preclinical data reported that it inhibited pro-inflammatory cytokines and signaling pathways in NZBWF1 mice, noted May 21, 2024.",2,1.56451,150.5624,95.03002,91.60452,69.61501,-0.036712226,-0.311212637,0.001084364,0.034623083,0.43047,0.00229,1.32085
GRI,$5.39 ,GRI-0803,Systemic lupus erythematosus (SLE)Â ,Preclinical,5/21/2024,"Preclinical data reported favorable solubility profile, and an excellent bioavailability, noted May 21, 2024.",2,1.56451,150.5624,95.03002,91.60452,69.61501,-0.036712226,-0.311212637,0.001084364,0.034623083,0.43047,0.00229,1.32085
BDRX,$58.25 ,"eRapa (rapamycin, sirolimus) - (Serenta)",Familial Adenomatous Polyposis (FAP)Â ,Phase 2,5/21/2024,"Phase 2 results presented at DDW showed an 83% non-progression rate at 6 months and a statistically significant decrease in overall mean polyp burden at 6 months, noted May 21, 2024.",,13.03752,207.6051,317.5,582.5,270,0.606851367,-0.162055859,0.001084364,0.034623083,36.7441,0.05173,292.77557
BHC,â€”,larsucosterol (DUR-928) - (AHFIRM),Alcoholic hepatitis (AH)Â ,Phase 2b,5/21/2024,"Breakthrough Therapy designation (BTD) granted by the FDA, noted May 21, 2024.",369,2402.51852,39.0905,6.5,6.55,6.2,0.007662873,-0.047252885,0.001084364,0.034623083,5.59087,0.12826,18.85395
LLY,$802.05 ,Mirikizumab - (VIVID-1),Crohn's diseaseÂ ,Phase 3,5/21/2024,"Phase 3 data showed that nearly one-half of patients on mirikizumab achieved endoscopic response at 52 weeks; most of these patients were also in clinical remission, noted May 21, 2024.",946,723178.5939,26.4651,783.18,803.17,807.86,0.025203843,0.031026222,0.001084364,0.034623083,0.5674,0.03089,3481.33956
XOMA,$25.90 ,RZ402,Diabetic macular edema (DME)Â ,Phase 2,5/21/2024,"Phase 2 study met its primary endpoint, noted May 21, 2024.",12,301.43852,54.1587,25.03,25.9,25.5,0.034167863,0.018603347,0.001084364,0.034623083,2.33185,0.00232,0.22233
RZLT,$3.00 ,RZ402,Diabetic macular edema (DME)Â ,Phase 2,5/21/2024,"Phase 2 study met its primary endpoint, noted May 21, 2024.",90,120.40544,90.4443,2.81,3,3.69,0.065427805,0.272441975,0.001084364,0.034623083,0.7845,0.02002,11.56727
LIPO,$0.73 ,LP-10 (liposomal tacrolimus),Hemorrhagic cystitisÂ ,Phase 2b,5/21/2024,"Phase 2b type C meeting with the FDA resulted in a preliminary agreement to proceed to Phase 2b expected to initiated in 2H 2024, noted May 21, 2024.",4,5.53842,68.7969,6.04,5.8256,4.96679,-0.036142014,-0.195630256,0.001084364,0.034623083,0.42141,0.01103,0.15897
ALGS,$15.96 ,ALG-055009 - (HERALD),Metabolic dysfunction-associated steatohepatitis (MASH)Â ,Phase 2a,5/21/2024,"Phase 2a enrollment completed, noted May 21, 2024",6,49.87317,79.3178,16.7775,15.9625,15.325,-0.049796482,-0.090553221,0.001084364,0.034623083,1.07344,0.14747,0.23945
SANA,$8.30 ,SC379,Secondary progressive multiple sclerosisÂ ,Preclinical,5/21/2024,"Preclinical data published in a paper showed that when healthy wild-type (WT), pluripotent stem cell-derived glial progenitor cells (hGPCs) â€“ the cells that give rise to the glial support cells of the",237,1838.47414,104.9544,8.63,8.3,7.8,-0.03898899,-0.101120771,0.001084364,0.034623083,11.58027,0.11894,10.65727
IFRX,$1.52 ,Gohibic (vilobelimab) - (PANAMO),COVID-19Â ,Phase 3,5/21/2024,"Phase 3 data shared at ATS 2024 showed that co-administration of vilobelimab with baricitinib or tocilizumab was not associated with safety concerns, noted May 21, 2024.",59,89.50257,78.2632,1.54,1.52,1.46,-0.013072082,-0.053345981,0.001084364,0.034623083,0.22326,0.04854,0.38046
JBIO,â€”,AV-101 - (IMPAHCT),Pulmonary arterial hypertension (PAH)Â ,Phase 2b,5/21/2024,Phase 2b portion of study outcomes shared at the ATS conference showed that baseline characteristics reflect a patient population with significant disease despite treatment with two to three targeted,32,0,0,0,0,0,#DIV/0!,#DIV/0!,0.001084364,0.034623083,0,0,0
RVPH,$1.31 ,Brilaroxazine,Idiopathic pulmonary fibrosis (IPF)Â ,Preclinical,5/21/2024,"Preclinical data shared at ATS reported that interactions with multiple 5-HT targets, particularly 5-HT2B/7 receptors, within the pulmonary tissue, provide an underlying basis for this agent's effecti",68,36.43372,94.2628,1.54,1.305,1.38,-0.165579376,-0.109698917,0.001084364,0.034623083,4.47701,0.01735,1.2585
LYRA,$0.36 ,LYR-220 - (BEACON),Chronic rhinosinusitisÂ ,Phase 2,5/21/2024,"Development paused, noted May 21, 2024.",1,21.66691,301.15,18.65,17.77,16.675,-0.048334504,-0.111935554,0.001084364,0.034623083,0.67874,0.0005,1.71719
AMPH,$43.46 ,Albuterol Sulfate Inhalation Aerosol (AMP-008),BronchospasmÂ ,Approved,5/22/2024,"Approved May 22, 2024.",46,2125.2794,40.7428,41.91,43.46,41.64,0.036316513,-0.006463218,0.02487828,0.045693511,8.1531,0.08162,14.12846
PLRX,$14.18 ,Bexotegrast (PLN-74809) - (INTEGRIS-IPF),Idiopathic pulmonary fibrosis (IFP)Â ,Phase 2a,5/22/2024,Phase 2a data reported that seven previously identified plasma biomarkers of interstitial lung disease (ILD) progression were significantly modulated in participants with IPF receiving bexotegrast ove,61,855.4203,57.8286,14.59,14.18,12.62,-0.028503841,-0.145053505,0.02487828,0.045693511,12.50717,0.07887,3.83315
RNAC,$25.46 ,Descartes-08 - (AURORA),"Generalized myasthenia gravis (MG), Multiple Myeloma and Autoimmune DiseasesÂ ",Phase 2b,5/22/2024,"Regenerative Medicine Advanced Therapy (RMAT) granted by the FDA, noted May 22, 2024.",26,453.08751,126.2033,24.6,25.46,29,0.03436215,0.164549387,0.02487828,0.045693511,4.40676,0.03004,1.48376
INKT,$1.00 ,AGENT-797,Acute respiratory distress (ARDS) secondary to COVID-19Â ,Phase 1/2,5/22/2024,"Phase 1/2 data reported that allogeneic iNKT therapy was safely administered with rapid decrease in IL-18 and other inflammatory cytokines, noted May 22, 2024.",4,39.36763,89.9178,9.9,10,9.688,0.010050336,-0.021646751,0.02487828,0.045693511,0.22215,0.04247,0.0879
SRRK,$11.71 ,SRK-439 with apitegromab - (EMBRAZE),ObesityÂ ,Phase 2,5/22/2024,"Phase 2 trial initiated, noted May 22, 2024.",96,933.9201,73.115,12.27,11.71,9.21,-0.046714081,-0.286867408,0.02487828,0.045693511,16.77973,0.01424,11.40688
ABUS,$3.41 ,Imdusiran (AB-729 and VTP-300 with nivolumab) - (IM-PROVE I),Hepatitis B (HBV)Â ,Phase 2a,5/22/2024,"Phase 2a key findings noting that VTP-300 in combination with nivolumab has been generally well tolerated, with no observed treatment-related serious adverse events, and contributed to declines in hep",191,643.52637,43.1936,3.21,3.41,3.36,0.060441354,0.045670037,0.02487828,0.045693511,3.07634,0.07562,7.42613
BRNS,$2.30 ,Imdusiran (AB-729 and VTP-300 with nivolumab) - (IM-PROVE I),Hepatitis B (HBV)Â ,Phase 2a,5/22/2024,"Phase 2a key findings noting that VTP-300 in combination with nivolumab has been generally well tolerated, with no observed treatment-related serious adverse events, and contributed to declines in hep",40,89.77626,85.5807,2.1513,2.3,2.09,0.066836812,-0.028908245,0.02487828,0.045693511,0.04873,0.00122,0.02489
CLYD,â€”,Imdusiran (AB-729 and VTP-300 with nivolumab) - (IM-PROVE I),Hepatitis B (HBV)Â ,Phase 2a,5/22/2024,"Phase 2a key findings noting that VTP-300 in combination with nivolumab has been generally well tolerated, with no observed treatment-related serious adverse events, and contributed to declines in hep",,1.02,370.1367,0.03,0.03,0.03,0,0,0.02487828,0.045693511,0,NM,0
INDP,$2.48 ,Decoy 20,Solid tumorsÂ ,Phase 1a,5/22/2024,"Phase 1a first-in-human trial confirms ""Pulse-Prime"" hypothesis targeting stimulation of innate and adaptive immune systems, this data to be presented at ASCO 24, noted May 22, 2024.",1,21.17641,74.3768,65.79997,69.43997,77.27997,0.053843256,0.160815419,0.02487828,0.045693511,0.30224,0.0995,0.24026
