Ticker,Company,Price,Drug,Indication,Stage,Date,Catalyst,Shares
Add to portfolio,,,,,,,,
PTGX,Protagonist Therapeutics Inc.,$40.50 ,Rusfertide - (REVIVE),Polycythemia vera ,Phase 2,09/12/2024 ET,"Phase 2 final results presented at ASH showed that 54% of patients experience more than 2.5 years of durable hematocrit (Hct) control (<45%), decreased phlebotomy use, long-term tolerability, and impr … read more",62.21M
Add to portfolio,,,,,,,,
AFMD,Affimed N.V.,$2.39 ,AFM28 (CD123 / CD16A) - (AMF24-102),Relapsed/refractory Acute Myeloid Leukemia (r/r AML) and MDS ,Phase 1,09/12/2024 ET,"Phase 1 data due presented at ASH achieved a 40% composite complete remission rate (CRcR) at the highest dose level (300 mg) in heavily pretreated R/R AML patients, noted December 9, 2024.",15.23M
Add to portfolio,,,,,,,,
IRON,Disc Medicine Inc.,$64.66 ,Bitopertin - (BEACON),Erythropoietic Protoporphyria (EPP) ,Phase 2,09/12/2024 ET,"Phase 2 data presented at ASH showed that bitopertin significantly reduced protoporphyrin IX (PPIX) at low and high doses and in both adult and adolescent populations, noted December 9, 2024.",34.77M
Add to portfolio,,,,,,,,
IRON,Disc Medicine Inc.,$64.66 ,Bitopertin - (HELIOS),Erythropoietic Protoporphyria ,Phase 2,09/12/2024 ET,"Phase 2 trial updated analysis presented at ASH showed that bitopertin reduced PPIX in all prespecified subgroups across demographic and baseline patient characteristics, noted December 9, 2024.",34.77M
Add to portfolio,,,,,,,,
CRSP,CRISPR Therapeutics AG,$49.84 ,CTX112,Systemic lupus erythematosus (SLE) ,Phase 1/2,09/12/2024 ET,"Preliminary data presented at ASH demonstrated that CTX112 has the potential to provide meaningful clinical benefit with a well-tolerated safety profile using a standard lymphodepletion protocol, note … read more",90.95M
Add to portfolio,,,RMAT,,,,,
PSTX,Poseida Therapeutics Inc.,$9.44 ,P-BCMA-ALLO1,Multiple myeloma ,Phase 1,09/12/2024 ET,Phase 1 Optimized Lymphodepletion Cohort data presented at ASH showed new profiling of patient responses from the optimized lymphodepletion arm (Arm C) show consistent P-BCMA-ALLO1 cellular expansion … read more,97.47
Add to portfolio,,,ODD,,,,,
,,,RMAT,,,,,
RIGL,Rigel Pharmaceuticals Inc.,$23.16 ,R289,Myeloid dysplastic syndrome (MDS) ,Phase 1,09/12/2024 ET,"Phase 1 initial data presented at ASH demonstrated signs of preliminary clinical activity in elderly heavily pretreated LR-MDS patients, RBC-TI/HI-E responses occurred in 40% of evaluable TD patients … read more",17.94M
Add to portfolio,,,FTD,,,,,
,,,ODD,,,,,
EDIT,Editas Medicine Inc.,$2.23 ,Renizgamglogene autogedtemcel (reni-cel; EDIT-301) - (RUBY),Sickle Cell Disease ,Phase 1/2,09/12/2024 ET,Additional Phase 1/2 data presented at ASH was well-tolerated and continued to demonstrate a safety profile consistent with myeloablative busulfan conditioning and autologous hematopoietic stem cell t … read more,89.92M
Add to portfolio,,,,,,,,
MGX,Metagenomi Inc.,$4.17 ,MGX-001,Hemophilia A ,Preclinical,09/12/2024 ET,"Preclinical data presented at ASH reported that the mean FVIII activity of months 13-16.5 following LNP dosing was 71%, 7%, and 27% compared to mean FVIII activity of months 3-6 of 76%, 8% and 30%, no … read more",37.53M
Add to portfolio,,,,,,,,
LYEL,Lyell Immunopharma Inc.,$0.90 ,LYL314 (IMPT-314),Large B-cell lymphoma ,Phase 1/2,09/12/2024 ET,"Phase 1/2 trial data from ASH reported an objective response rate (ORR) of 94% and a complete response (CR) rate of 71%, noted December 9, 2024.",19.21M
Add to portfolio,,,RMAT,,,,,
BGNE,BeiGene Ltd.,$207.62 ,Sonrotoclax (BGB-11417),Chronic lymphocytic leukemia/small lymphocytic leukemia ,Phase 1b,09/12/2024 ET,"Phase 1/1b data presented at ASH reported that the combination achieved a 99% overall response rate (ORR), noted December 9, 2024.",106.62M
Add to portfolio,,,,,,,,
ONC,BeOne Medicines Ltd.,—,Sonrotoclax (BGB-11417),Chronic lymphocytic leukemia/small lymphocytic leukemia ,Phase 1b,09/12/2024 ET,"Phase 1/1b data presented at ASH reported that the combination achieved a 99% overall response rate (ORR), noted December 9, 2024.",110.03M
Add to portfolio,,,,,,,,
BGNE,BeiGene Ltd.,$207.62 ,BGB-16673-101 - (CaDAnCe-101),Relapsed or refractory (R/R) CLL/SLL ,Phase 1,09/12/2024 ET,"Phase 1 data presented at ASH reported an ORR of 94% at the 200mg dose, noted December 9, 2024.",106.62M
Add to portfolio,,,FTD,,,,,
ONC,BeOne Medicines Ltd.,—,BGB-16673-101 - (CaDAnCe-101),Relapsed or refractory (R/R) CLL/SLL ,Phase 1,09/12/2024 ET,"Phase 1 data presented at ASH reported an ORR of 94% at the 200mg dose, noted December 9, 2024.",110.03M
Add to portfolio,,,FTD,,,,,
KROS,Keros Therapeutics Inc.,$67.14 ,Elritercept with Ruxolitinib - (RESTORE),Myelofibrosis ,Phase 2,09/12/2024 ET,"Phase 2 data presented at ASH reported that 55.2% (n=48/87) of the mITT24 patients achieved an overall erythroid response over the first 24 weeks of treatment, noted December 9, 2024.",40.62M
Add to portfolio,,,,,,,,
NRIX,Nurix Therapeutics Inc.,$20.66 ,NX-5948,R/R Chronic Lymphocytic Leukemia (CLL) ,Phase 1a,09/12/2024 ET,"Phase 1a/1b data presented at ASH reported an 75.5% Objective Response Rate which increased to 84.2% in patients with at least two disease assessments, noted December 9, 2024.",76.88M
Add to portfolio,,,,,,,,
RXRX,Recursion Pharmaceuticals Inc.,$8.27 ,REC-617 - (ELUCIDATE),CDK7 inhibitor; Advanced Solid Tumors ,Phase 1,09/12/2024 ET,"Phase 1 monotherapy safety and PK/PD initial data from the AACR Special Conference reported 1 cPR and 4 SD, noted December 9, 2024.",434.15M
Add to portfolio,,,,,,,,
REGN,Regeneron Pharmaceuticals Inc.,$787.00 ,Odronextamab - (OLYMPIA),Non-Hodgkin Lymphoma (NHL) ,Phase 3,09/12/2024 ET,"Phase 3 data presented at ASH reported an objective response rate (ORR) of 89% and 67% CR rate, noted December 9, 2024.",105.1M
Add to portfolio,,,View Clinical Trial Data,,,,,
ZLAB,Zai Lab Limited,$28.91 ,Odronextamab - (OLYMPIA),Non-Hodgkin Lymphoma (NHL) ,Phase 3,09/12/2024 ET,"Phase 3 data presented at ASH reported an objective response rate (ORR) of 89% and 67% CR rate, noted December 9, 2024.",109.96M
Add to portfolio,,,View Clinical Trial Data,,,,,
OMER,Omeros Corporation,$11.38 ,Zaltenibart - (OMS906),Paroxysmal nocturnal hemoglobinuria (PNH) ,Phase 2,09/12/2024 ET,"Phase 2 proof of concept results presented at ASH showed that clinical data support Phase 3 enrollment to commence in early 2025, noted December 9, 2024.",68.06M
Add to portfolio,,,ODD,,,,,
,,,RPDD,,,,,
CRIS,Curis Inc.,$4.14 ,CA-4948 - (Take Aim Leukemia),Acute Myeloid Leukemia / Myelodysplastic Syndromes (MDS) ,Phase 1/2,09/12/2024 ET,"Phase 1/2 triplet data presented at ASH reported 10 objective responses (6 CRs, 2 CRi/CRh, and 2 MLFS) among 19 evaluable relapsed/refractory AML patients with FLT3 mutations, treated with the RP2D of … read more",12.5M
Add to portfolio,,,,,,,,
ARTL,Artelo Biosciences Inc.,$1.16 ,ART27.13 - (CAReS),Cancer-Related Anorexia and Weight Loss ,Phase 1,09/12/2024 ET,"Phase 1 of CAReS, ART27.13 at one month of treatment, two-thirds of participants showed evidence the drug was impacting their weight loss with either stabilization or reversal of weight loss associate … read more",1.32M
Add to portfolio,,,,,,,,
SLN,Silence Therapeutics Plc,$7.99 ,Divesiran (SLN124) - (SANRECO),Polycythemia Vera ,Phase 1,09/12/2024 ET,"Phase 2 dosing commenced and Phase 1 data reported at ASH continue to show substantial reduction in phlebotomy frequency and lowering of hematocrit levels in PV patients, noted December 9, 2024.",46.8M
Add to portfolio,,,FTD,,,,,
,,,ODD,,,,,
CRBP,Corbus Pharmaceuticals Holdings Inc.,$15.24 ,CRB-601,Solid tumors ,Phase 1,09/12/2024 ET,"Phase 1 clinical study initiated, noted December 9, 2024.",12.26M
Add to portfolio,,,,,,,,
NAMS,NewAmsterdam Pharma Company N.V.,$26.19 ,Obicetrapib - (BROADWAY),Heterozygous Familial Hypercholesterolemia and/or Established Atherosclerotic Cardiovascular Disease ,Phase 3,10/12/2024 ET,"Phase 3 study achieved primary endpoint of LS mean reduction vs placebo in LDL-C on top of maximally tolerated lipid modifying therapies at day 84 with statistically significant reduction, noted Decem … read more",112.63M
Add to portfolio,,,,,,,,
CRVO,CervoMed Inc.,$2.16 ,Neflamapimod - (RewinD-LB),Dementia with Lewy bodies (DLB) ,Phase 2b,10/12/2024 ET,"Phase 2b topline data did not demonstrate statistically significant effects versus placebo on primary and secondary endpoints at 16 weeks, noted December 10, 2024.",9.25M
Add to portfolio,,,ODD,,,,,
APGE,Apogee Therapeutics Inc.,$48.38 ,APG777 + APG333,"Healthy volunteers, Respiratory diseases ",Preclinical,10/12/2024 ET,"Preclinical proof-of-concept achieved for APG777 + APG333 combination with clinical trial planning underway in asthma and COPD patients, noted December 10, 2024.",59.6M
Add to portfolio,,,,,,,,
OLMA,Olema Pharmaceuticals Inc.,$9.64 ,Palazestrant (OP-1250) and ribociclib - (OPERA-02),Breast Cancer ,Phase 2,10/12/2024 ET,"Phase 1b/2 new data presented at SABCS demonstrated promising clinical activity, a safety profile consistent with ribociclib and endocrine therapy, and favorable tolerability, noted December 10, 2024 … read more",68.63M
Add to portfolio,,,,,,,,
QNTM,Quantum Biopharma Ltd.,$4.26 ,Lucid-21-302 - (Lucid-MS),"Healthy Volunteers, multiple sclerosis ",Phase 1,10/12/2024 ET,"Phase 1 safety review committee recommends commencing dosing of the second cohort, noted December 10, 2024.",3.82M
Add to portfolio,,,,,,,,
QURE,uniQure N.V.,$15.30 ,AMT-130,Huntington's disease ,Phase 1/2,10/12/2024 ET,"FDA agreed that data from ongoing Phase 1/2 studies compared to a natural history external control may serve as the primary basis for a Biologics License Application (BLA) for Accelerated Approval, no … read more",54.87M
Add to portfolio,,,RMAT,,,,,
,,,BTD,,,,,
,,,FTD,,,,,
,,,ODD,,,,,
ACIU,AC Immune SA,$3.14 ,ACI-24 (anti-Abeta vaccine) - (ABATE),Down syndrome ,Phase 1/2,10/12/2024 ET,Phase 1/2 results were generally safe and well tolerated in individuals with Down syndrome with no serious adverse events related to the study drug. No cases of amyloid-related imaging abnormalities o … read more,100.41M
Add to portfolio,,,,,,,,
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of),$13.46 ,ACI-24 (anti-Abeta vaccine) - (ABATE),Down syndrome ,Phase 1/2,10/12/2024 ET,Phase 1/2 results were generally safe and well tolerated in individuals with Down syndrome with no serious adverse events related to the study drug. No cases of amyloid-related imaging abnormalities o … read more,3.15B
Add to portfolio,,,,,,,,
INAB,IN8bio Inc.,$0.31 ,INB-100,"Allogeneic hematopoietic stem cell transplantation (HSCT), leukemias undergoing haploidentical stem cell transplantation ",Phase 1,10/12/2024 ET,Phase 1b data presented at ASH continues to demonstrate durable complete remissions (CR) with no relapses observed in any acute myeloid leukemia (AML) patients including those with high-risk disease a … read more,4.54M
Add to portfolio,,,,,,,,
NVAX,Novavax Inc.,$8.77 ,COVID-19 vaccine (NVX-CoV2705),COVID-19-Influenza Combination (CIC) 2024-2025 ,Phase 3,10/12/2024 ET,"Phase 3 dosing initiated, noted December 10, 2024.",162.42M
Add to portfolio,,,,,,,,
ATYR,aTyr Pharma Inc.,$3.29 ,Efzofitimod - (EFZO-FIT),Pulmonary sarcoidosis ,Phase 3,10/12/2024 ET,"Phase 3 DSMB recommended that the study continue without any modifications, noted December 10, 2024.",97.99M
Add to portfolio,,,FTD,,,,,
,,,ODD,,,,,
LSTA,Lisata Therapeutics Inc.,$2.82 ,CEND‐1 - (CENDIFOX),Solid tumors ,Phase 1/2,10/12/2024 ET,"Phase 1b/2a all cohorts enrollment completed December 10, 2024.",8.76M
Add to portfolio,,,,,,,,
SLS,SELLAS Life Sciences Group Inc.,$1.04 ,Galinpepimut-S - (REGAL),Acute Myeloid Leukemia (AML) ,Phase 3,10/12/2024 ET,"Phase 3 study reached pre-specified threshold of 60 events (Deaths) initiating the interim analysis, noted December 10, 2024.",105.3M
Add to portfolio,,,RPDD,,,,,
,,,View Clinical Trial Data,,,,,
CLNN,Clene Inc.,$4.93 ,CNM-Au8 - (HEALEY ALS),Amyotrophic Lateral Sclerosis (ALS) ,Phase 2,10/12/2024 ET,Phase 2 FDA recommends that Clene leverage additional Neurofilament Light (NfL) data from its three Expanded Access Protocols (EAPs) and the HEALEY ALS Platform Trial to support earlier presented find … read more,9.99M
Add to portfolio,,,,,,,,
IMMP,Immutep Limited,$2.12 ,Eftilagimod alpha (efti) - (TACTI-004),1L Non-small cell lung cancer (NSCLC) ,Phase 3,10/12/2024 ET,"Phase 3 initiated, noted December 10, 2024.",147.19M
Add to portfolio,,,,,,,,
IMNN,Imunon Inc.,$0.90 ,IMNN-001 - (OVATION 2),Ovarian cancer ,Phase 2,10/12/2024 ET,"Updated Phase 2 data reported that the hazard ratio (HR) decreased from 0.74 to 0.69, with an increase in median overall survival (OS) from 11.1 to 13 months following treatment with IMNN-001 plus sta … read more",2.52M
Add to portfolio,,,,,,,,
STRO,Sutro Biopharma Inc.,$2.35 ,Luvelta - (REFRαME-O1),Platinum-resistant ovarian cancer (PROC) ,Phase 2/3,10/12/2024 ET,"Phase 2/3 trial data reported an 32% objective response rate (ORR) in evaluable patients at the 5.2 mg/kg starting dose, noted December 10, 2024.",84.77M
Add to portfolio,,,,,,,,
TCRX,TScan Therapeutics Inc.,$3.33 ,"TSC-100, TSC-101 - (ALLOHA)",Hematologic malignancies ,Phase 1,10/12/2024 ET,"Phase 1 data presented at ASH reported that event-free survival strongly favors the treatment arm (HR=0.30; p=0.04), and treatment-arm patients trend towards lower probability of relapse (HR=0.28; p=0 … read more",56.75M
Add to portfolio,,,RMAT,,,,,
SPRB,Spruce Biosciences Inc.,$0.54 ,Tildacerfont - (CAHptain-205),Pediatric Classic Congenital Adrenal Hyperplasia ,Phase 2,10/12/2024 ET,"Phase 2 topline study indicated that higher doses and twice-daily (BID) dosing might improve efficacy, showing trends toward androgen level reduction, Spruce to halt investment in tildacerfont and exp … read more",563.04K
Add to portfolio,,,,,,,,
SPRB,Spruce Biosciences Inc.,$0.54 ,Tildacerfont - (CAHmelia-204),Congenital Adrenal Hyperplasia (good disease control) ,Phase 2b,10/12/2024 ET,"Phase 2b study did not meet its primary endpoint of reducing glucocorticoid (GC) usage, with a placebo-adjusted reduction of only 0.7 mg/day. Spruce to halt investment in tildacerfont and explore stra … read more",563.04K
Add to portfolio,,,View Clinical Trial Data,,,,,
SIGA,SIGA Technologies Inc.,$6.47 ,Tecovirimat - (STOMP),Human Mpox Virus ,Phase 3,10/12/2024 ET,"Phase 3 interim analysis shows that tecovirimat did not improve time to lesion resolution compared to placebo in adults with mild to moderate clade II mpox, noted December 10, 2024.",71.61M
Add to portfolio,,,,,,,,
ALMS,Alumis Inc.,$8.39 ,izokibep,"Non-infectious, non-anterior uveitis ",Phase 2/3,10/12/2024 ET,"Phase 2b/3 trial of izokibep did not meet primary endpoint; secondary endpoints also did not achieve statistical significance, noted Decemeber 10, 2024. Based on these data, and previously announced g … read more",104.06M
Add to portfolio,,,,,,,,
IMMX,Immix Biopharma Inc.,$2.19 ,NXC-201 (HBI10101) - (NEXICART-1),relapsed/refractory multiple myeloma and relapsed/refractory AL amyloidosis ,Phase 1/2,10/12/2024 ET,"Phase 1/2 data presented at ASH showed that therapy demonstrated a 94% overall response rate, a favorable safety profile, and no grade 4 cytokine release syndrome or neurotoxicity events, noted Novemb … read more",28.83M
Add to portfolio,,,ODD,,,,,
XNCR,Xencor Inc.,$25.29 ,MONJUVI (tafasitamab) with REVLIMID (lenalidomide) and RITUXAN (rituximab),Follicular lymphoma (FL) / marginal zone lymphoma (MZL) ,Phase 3,10/12/2024 ET,"Phase 3 data presented at ASH showed that trial met its primary endpoint of progression-free survival (PFS) and key secondary endpoints, noted December 10, 2024.",71.32M
Add to portfolio,,,View Clinical Trial Data,,,,,
NVS,Novartis AG,$100.13 ,MONJUVI (tafasitamab) with REVLIMID (lenalidomide) and RITUXAN (rituximab),Follicular lymphoma (FL) / marginal zone lymphoma (MZL) ,Phase 3,10/12/2024 ET,"Phase 3 data presented at ASH showed that trial met its primary endpoint of progression-free survival (PFS) and key secondary endpoints, noted December 10, 2024.",1.98B
Add to portfolio,,,View Clinical Trial Data,,,,,
INCY,Incyte Corporation,$72.48 ,MONJUVI (tafasitamab) with REVLIMID (lenalidomide) and RITUXAN (rituximab),Follicular lymphoma (FL) / marginal zone lymphoma (MZL) ,Phase 3,10/12/2024 ET,"Phase 3 data presented at ASH showed that trial met its primary endpoint of progression-free survival (PFS) and key secondary endpoints, noted December 10, 2024.",196.32M
Add to portfolio,,,View Clinical Trial Data,,,,,
NXTC,NextCure Inc.,$1.13 ,LNCB74,B7-H4 expressing cancers ,IND-Enabling,10/12/2024 ET,"IND cleared by the FDA, noted December 10, 2024.",2.68M
Add to portfolio,,,,,,,,
ALXO,ALX Oncology Holdings Inc.,$1.58 ,Zanidatamab and Evorpacept (ALX148),HER2 Breast cancer and solid tumors ,Phase 1/2,10/12/2024 ET,Phase 1b/2 data to be presented at SABCS suggest that HER2-positive patients whose cancer has been heavily pretreated may benefit from CD47 inhibition via evorpacept's unique mechanism when combined w … read more,53.55M
Add to portfolio,,,,,,,,
ZYME,Zymeworks Inc.,$13.06 ,Zanidatamab and Evorpacept (ALX148),HER2 Breast cancer and solid tumors ,Phase 1/2,10/12/2024 ET,Phase 1b/2 data to be presented at SABCS suggest that HER2-positive patients whose cancer has been heavily pretreated may benefit from CD47 inhibition via evorpacept's unique mechanism when combined w … read more,75.17M
Add to portfolio,,,,,,,,
IMMX,Immix Biopharma Inc.,$2.19 ,NXC-201 (HBI10101) - (NEXICART-2),Relapsed/refractory AL Amyloidosis ,Phase 1/2,10/12/2024 ET,"Phase 1b/2 data reported a 75% (12/16) complete response (CR) rate observed in standard of care (Dara-CyBorD) relapsed/refractory AL Amyloidosis patients with median 4 lines of prior therapy, noted De … read more",28.83M
Add to portfolio,,,ODD,,,,,
,,,RMAT,,,,,
RLYB,Rallybio Corporation,$1.19 ,RLYB212,Fetal and neonatal alloimmune thrombocytopenia (FNAIT) ,Preclinical,10/12/2024 ET,"Preclinical data presented at ASH showed that treatment has the potential to be a safe and effective preventative therapeutic using innovative nonclinical models, noted December 10, 2024.",41.79M
Add to portfolio,,,,,,,,
RLYB,Rallybio Corporation,$1.19 ,RLYB332,Iron overload ,Preclinical,10/12/2024 ET,"Preclinical data presented at ASH demonstrated that single intravenous injections of RLYB332 to humanized FcRn mice had rapid and sustained effects on pharmacodynamic (PD) parameters, including serum … read more",41.79M
Add to portfolio,,,,,,,,
RLAY,Relay Therapeutics Inc.,$4.98 ,RLY-2608 + fulvestrant + ribociclib triplet combination - (ReDiscover),"PIK3CA (PI3Kα) mutant tumors, including HR+/HER2- breast cancer ",Phase 1,11/12/2024 ET,"Phase 1 efficacy data shared at SABCS reported a 39% confirmed ORR across all patients & 67% in patients with kinase mutations at RP2D, noted December 11, 2024.",172.41M
Add to portfolio,,,,,,,,
PHAR,Pharming Group N.V.,$9.27 ,Leniolisib - (pediactric),Activated phosphoinositide 3-kinase delta syndrome (APDS) ,Phase 3,11/12/2024 ET,"Phase 3 data reported improvement in lymphoproliferation and immunophenotype correction were seen across the four dose levels being investigated, noted December 11, 2024.",68.39M
Add to portfolio,,,,,,,,
CADL,Candel Therapeutics Inc.,$7.75 ,CAN-2409 - (ULYSSES),Prostate Cancer (Active Surveillance) ,Phase 3,11/12/2024 ET,Phase 2b clinical trial of monotherapy CAN-2409 in 190 patients with low-to-intermediate risk localized prostate cancer undergoing active surveillance showed numerical improvement in time to radical t … read more,54.9M
Add to portfolio,,,View Clinical Trial Data,,,,,
CADL,Candel Therapeutics Inc.,$7.75 ,CAN-2409 (aglatimagene besadenovec) combined with Valacyclovir,Prostate cancer ,Phase 2,11/12/2024 ET,"Phase 3 results for CAN-2409 viral immunotherapy in intermediate-to-high-risk localized prostate cancer, achieved its primary endpoint of significantly improved disease-free survival (DFS) when combin … read more",54.9M
Add to portfolio,,,FTD,,,,,
,,,RMAT,,,,,
,,,View Clinical Trial Data,,,,,
ADCT,ADC Therapeutics SA,$2.22 ,ZYNLONTA (Loncastuximab Tesirine-Ipyl) - (LOTIS-7),B-cell non-Hodgkin lymphoma ,Phase 1b,11/12/2024 ET,"Phase 1b data reported a clinically meaningful benefit with 94% best ORR and 72% CR rate, noted December 11, 2024.",112.5M
Add to portfolio,,,,,,,,
ARWR,Arrowhead Pharmaceuticals Inc.,$22.73 ,ARO-CFB,Complement Mediated Kidney Disease ,Phase 1/2,11/12/2024 ET,"Phase 1/2a data reported dose dependent reductions in circulating CFB protein by up to 90% with greater than 3 months duration, noted December 11, 2024.",138.26M
Add to portfolio,,,,,,,,
CELC,Celcuity Inc.,$12.85 ,Gedatolisib with Palbociclib and Letrozole,Early-Stage Breast Cancer ,Phase 1b,11/12/2024 ET,"Phase 1b trial presented at SABCS showed a median overall survival (OS) among patients with HR+, HER2- advanced breast cancer who were treatment-naïve in the advanced setting was 77.3 months, while me … read more",42.43M
Add to portfolio,,,,,,,,
PRLD,Prelude Therapeutics Incorporated,$0.94 ,PRT2527,Solid tumors and hematological malignancies ,Phase 1,11/12/2024 ET,"Phase 1 data reported an overall response rate (ORR) of 17.4% (4 of 23), with complete responses (CRs) observed in 3 patients (2 DLBCL, 1 MCL) and 2 partial responses (PRs) observed, noted December 11 … read more",56.6M
Add to portfolio,,,,,,,,
BPTH,Bio-Path Holdings Inc.,$0.72 ,BP1002,Refractory/relapsed lymphoma and chronic lymphocytic leukemia ,Phase 1,11/12/2024 ET,"Phase 1 study enrollment discontinued, noted December 11, 2024.",8.31M
Add to portfolio,,,,,,,,
ATXS,Astria Therapeutics Inc.,$10.50 ,Navenibart (STAR-0215) - (ALPHA-ORBIT),"Hereditary angioedema (HAE), healthy volunteers ",Phase 1/2,11/12/2024 ET,"Phase 1b/2 data results demonstrated reduction in the mean monthly attack rate of 90-95% at 6 months, favorable safety and tolerability profile, noted December 11, 2024.",56.43M
Add to portfolio,,,FTD,,,,,
,,,ODD,,,,,
ATXS,Astria Therapeutics Inc.,$10.50 ,STAR-0310,Healthy volunteers ,IND-Enabling,11/12/2024 ET,"IND cleared by the FDA, noted December 10, 2024.",56.43M
Add to portfolio,,,,,,,,
MBRX,Moleculin Biotech Inc.,$2.65 ,"Annamycin (MB-106) in combination with Cytarabine - (Ara-C, MIRACLE)",Acute Myeloid Leukemia (AML) ,Preclinical,11/12/2024 ET,"Preclinical data resulted in durable disease eradication up to 150 days post treatment in 20% of mice, noted December 11, 2024.",30.29M
Add to portfolio,,,ODD,,,,,
,,,FTD,,,,,
ANRO,Alto Neuroscience Inc.,$3.89 ,ALTO-300,Major Depressive Disorder (MDD) ,Preclinical,11/12/2024 ET,"New preclinical data presented at ACNP from a reverse translation study demonstrates the link between the mechanism of ALTO-300 and the EEG biomarker used for patient selection, noted December 11, 202 … read more",27.08M
Add to portfolio,,,,,,,,
JNJ,Johnson & Johnson,—,CAPLYTA (Lumateperone) - (Study 501),Major depressive disorder (MDD) ,Phase 3,11/12/2024 ET,"Phase 3 data reported that response rates for CAPLYTA were 45.6% vs. 24.0% for placebo (p<0.0001) and remission rates were 25.9% vs. 13.6% for placebo, noted December 11, 2024.",2.41B
Add to portfolio,,,View Clinical Trial Data,,,,,
JNJ,Johnson & Johnson,—,CAPLYTA (lumateperone) - (Study 502),Major depressive disorder (MDD) ,Phase 3,11/12/2024 ET,"Phase 3 data reported response rates for CAPLYTA were 40.1% vs. 25.3% for placebo (p<0.01) and remission rates were 25.0% vs. 13.5% for placebo, noted December 11, 2024.",2.41B
Add to portfolio,,,,,,,,
BCTX,BriaCell Therapeutics Corp.,$16.50 ,Bria-IMT - (BRIA-ABC),Advanced breast cancer ,Phase 2,11/12/2024 ET,"Phase 2 SABCS data reported a median overall survival (OS) to date of 13.4 months, noted December 11, 2024.",1.76M
Add to portfolio,,,,,,,,
AZN,AstraZeneca PLC,$66.46 ,LYNPARZA (olaparib) - (OlympiA),Early Breast Cancer ,Phase 3,11/12/2024 ET,"Phase 3 data reported that 87.5% of patients treated with LYNPARZA were alive at six-years vs. 83.2% in the comparator arm, noted December 11, 2024.",3.1B
Add to portfolio,,,,,,,,
MRK,Merck & Company Inc.,$98.95 ,LYNPARZA (olaparib) - (OlympiA),Early Breast Cancer ,Phase 3,11/12/2024 ET,"Phase 3 data reported that 87.5% of patients treated with LYNPARZA were alive at six-years vs. 83.2% in the comparator arm, noted December 11, 2024.",2.5B
Add to portfolio,,,,,,,,
CORT,Corcept Therapeutics Incorporated,$60.08 ,Dazucorilant (DAZALS),Amyotrophic Lateral Sclerosis (ALS) ,Phase 2,11/12/2024 ET,"Phase 2 trial did not meet its primary endpoint, noted December 11, 2024.",105.37M
Add to portfolio,,,,,,,,
ATOS,Atossa Therapeutics Inc.,$1.22 ,Z-Endoxifen - (Karisma),"Mammographic breast density (MBD), breast cancer ",Phase 2,11/12/2024 ET,"Phase 2 data showed that the 1 mg dose reduced MBD by 17.3 percentage points, while the 2 mg dose achieved a reduction of 23.5 percentage points, compared to a minimal change in the placebo group of 0 … read more",129.17M
Add to portfolio,,,,,,,,
GLUE,Monte Rosa Therapeutics Inc.,$8.51 ,MRT-9643,HR-positive/HER2-negative breast cancer ,Preclinical,11/12/2024 ET,"Preclinical data demonstrated that the company has superior selectivity compared to clinical-stage CDK2 inhibitors and induced robust downstream CDK2 pathway suppression, noted December 11, 2024.",61.76M
Add to portfolio,,,,,,,,
LLY,Eli Lilly and Company,$794.62 ,Inluriyo (imlunestrant),"ER+, HER2-, ESR1-mutated advanced or metastatic breast cancer ",Phase 3,11/12/2024 ET,"Phase 3 data presented at SABCS significantly reduced the risk of progression or death by 38% compared to standard endocrine therapy (ET) in patients with ESR1 mutations, noted December 11, 2024.",
Add to portfolio,,,,,,,,
IMCR,Immunocore Holdings plc,$30.77 ,KIMMTRAK (tebentafusp-tebn) - (ATOM),Uveal melanoma ,Phase 3,11/12/2024 ET,"Phase 3 trial initiated, noted December 11, 2024.",48.09M
Add to portfolio,,,,,,,,
JAGX,Jaguar Health Inc.,$1.28 ,Mytesi (crofelemer) - (OnTarget),Cancer Therapy-Related Diarrhea ,Phase 3,11/12/2024 ET,"Phase 3 subgroup results from SABCS reported that nearly half (47.1%) of crofelemer group patients were responders through 12 weeks, compared to 33.7% of those on placebo, noted December 11, 2024.",2.17M
Add to portfolio,,,View Clinical Trial Data,,,,,
ARVN,Arvinas Inc.,$19.74 ,Vepdegestrant (ARV-471) - (TACTIVE-U),Solid Tumors ,Phase 1b,12/12/2024 ET,"Phase 1b sub-study data reported a clinical benefit rate: 62.5%; overall response rate: 26.7%, noted December 12, 2024.",73.42M
Add to portfolio,,,,,,,,
ATOS,Atossa Therapeutics Inc.,$1.15 ,(Z)-endoxifen with abemaciclib (VERZENIO) - (EVANGELINE),Pre-menopausal women w/ early-stage estrogen receptor positive and Human Epidermal Growth Factor Receptor 2 negative breast cancer ,Phase 2,12/12/2024 ET,Phase 2 data from SABCS reported that 50 percent of patients (3/6) in the group that received 80 mg of (Z)-endoxifen with goserelin met the target steady-state plasma concentrations (Css) of 500–1000 … read more,129.17M
Add to portfolio,,,,,,,,
