row_id,sent_id,text,aspects,polarity,opinion_sample
2287,2287_0,Phase 1b/2 data presented at the ACAAI reported rapid inhibition of plasma kallikrein was associated with reductions in HAE attacks and with a favorable safety profile during the first 28 days of the,"safety,phase",POS,favorable safety
2288,2288_0,"Phase 1 preliminary safety data presented at AACR-NCI-EORTC reported acceptable tolerability and encouraging initial antitumor activity, with durability assessment pending longer follow-up, noted Octo","safety,phase,clinical",POS,data presented at AACR
2294,2294_0,"Phase 2 efficacy and safety data from ACAAI reported that trial met all primary end secondary endpoints, noted October 26, 2024.","endpoint,safety,phase,financial",POS,met
2295,2295_0,"Phase 3 study results presented at ASN Kidney Week reported a statistically significant 68% (p<0.0001) proteinuria reduction compared to placebo, with reduction observed as early as Week 4, noted Octo","pvalue,effect,phase",POS,statistically significant
2300,2300_0,"Phase 3 expanded access data reported a statistically significant difference in favor of debamestrocel (LRT, p= 0.0379) with a median survival time of 46.6 months for the debamestrocel group compared","pvalue,phase",POS,statistically significant
2301,2301_0,"Phase 3 expanded access data reported a statistically significant difference in favor of debamestrocel (LRT, p= 0.0379) with a median survival time of 46.6 months for the debamestrocel group compared","pvalue,phase",POS,statistically significant
2303,2303_0,"IND cleared by the FDA, noted October 28, 2024.",regulatory,POS,cleared by the FDA
2304,2304_0,"Preclinical data reported that on Day 9, at the optimal dose of 300 mg/kg, Ketamir-2 led to near-complete normalization of pain sensitivity, outperforming FDA-approved gabapentin by 60%, which provide",catalyst,POS,approved
2305,2305_0,"Phase 3 portion of the study enrollment completed, noted October 23, 2024.","phase,enrollment",POS,enrollment completed
2307,2307_0,Phase 3 results reported that a greater number of patients treated with subcutaneous TREMFYA induction and maintenance achieved clinical and endoscopic remission at 48 weeks in the Phase 3 GRAVITI stu,phase,POS,achieved
2308,2308_0,"Phase 3 data reported that 81% of patients maintained long-term clinical remission and 82% achieved long-term endoscopic remission, noted October 28, 2024.",phase,POS,achieved
2313,2313_0,"Phase 1 results presented at ACG Meeting showed no opioid withdrawal effects, reinforcing safety profile, noted October 28, 2024.","safety,phase",NEG,withdrawal
2315,2315_0,"Phase 2 trial met primary and secondary endpoints, noted October 29, 2024.","endpoint,phase,financial",POS,met
2316,2316_0,"Phase 3 trial demonstrated a statistically significant 9.2-point reduction in PANSS Total score from baseline at Week 5 compared to placebo, noted October 29, 2024.",phase,POS,statistically significant
2317,2317_0,"BLA resubmitted on October 29, 2024.",regulatory,POS,BLA resubmitted
2322,2322_0,Phase 2a data presented at CTAD in late breaking presentation showed that that Lomecel-B's ability to inhibit MMP14 activity correlates with improved clinical and biomarker outcomes in Alzheimer's pat,"phase,clinical",POS,data presented at CTAD
2324,2324_0,"FDA Approved on October 29, 2024.",regulatory,POS,FDA Approved
2325,2325_0,"Phase 2 results presented at CTAD showed a significant slowdown in cognitive decline, particularly in participants with lower plasma p-tau217 levels, an Alzheimerâ€™s biomarker, noted October 29, 2024.","phase,clinical",POS,results presented at CTAD
2326,2326_0,"Phase 2 study did not meet its primary endpoint, based on the planned interim analysis of 16 patients; current development was suspended, noted on October 29, 2024.","endpoint,sample,phase",NEG,did not meet
2329,2329_0,"Phase 1a topline data from 5 cohorts reported that generally well tolerated and achieved concentrations in the cerebrospinal fluid indicating its potential for target engagement in AD patients, noted","safety,clinical",POS,achieved
2330,2330_0,"Phase 3 enrollment completed, noted October 30, 2024.","phase,enrollment",POS,enrollment completed
2335,2335_0,"Phase 3 data reported statistically significant improvements in mean SBP at 22 weeks, noted October 30, 2024.",phase,POS,statistically significant
2338,2338_0,"Trial development ceased as company non-bidding term-sheet terminated following notification from the prospective partner, company looking for potential asset sale to avoid wind-down or dissolution, n",partner,NEG,terminated
2339,2339_0,"Trial development ceased as company non-bidding term-sheet terminated following notification from the prospective partner, company looking for potential asset sale to avoid wind-down or dissolution, n",partner,NEG,terminated
2344,2344_0,"Phase 2 study met the primary endpoint at 10mg once daily, noted October 31, 2024.","endpoint,phase",POS,met
2347,2347_0,"Phase 3 data reported primary and secondary endpoints were all highly statistically significant, noted October 31, 2024.","endpoint,phase,financial",POS,statistically significant
2348,2348_0,"Phase 1/2 data presented at CTAD reported that the expression of plasma GFAP and p-tau 217 biomarkers appears to increase predominantly during MCI and that this is inhibited by pepinemab treatment, no","phase,clinical",POS,data presented at CTAD
2352,2352_0,"Phase 3 trial met its primary endpoint, noted November 1, 2024.","endpoint,phase",POS,met
2356,2356_0,"FDA approved on November 4, 2024.",regulatory,POS,FDA approved
2357,2357_0,"FDA approved on November 4, 2024.",regulatory,POS,FDA approved
2363,2363_0,Phase 2a data presented at CTAD confirmed recent scientific literature indicating that plasma glial fibrillary acid protein (GFAP) is a robust measure of neurodegenerative disease activity in DLB.,"phase,clinical",POS,data presented at CTAD
2364,2364_0,"Preclinical preliminary data from a diet-induced obesity (DIO) model in mice, achieved significant dose-dependent weight loss of up to 16% compared to vehicle, highlighting a novel peripherally-driven",catalyst,POS,achieved
2366,2366_0,"The FDA cleared the Phase 2 trial, noted on November 4, 2024.","phase,regulatory",POS,FDA cleared
2372,2372_0,Preclinical data presented at SITC demonstrated strong anti-tumor activity in multiple CDX and PDX tumor models.,clinical,POS,data presented at SITC
2373,2373_0,"Phase 2 trial showed that patients with acquired hypothalamic obesity who were on therapy for more than one year achieved a mean overall percent reduction in fat mass of 29.6%, versus a reduction in l","phase,partner",POS,achieved
2374,2374_0,"Phase 3 study demonstrated a statistically significant (p=0.0002) longer time to relapse in schizophrenia patients treated with lumateperone compared to placebo, noted November 5, 2024.","pvalue,phase",POS,statistically significant
2376,2376_0,"Phase 1/2 data presented at SITC reported a disease control rates were 86% and 47% for the 200 mg and 100 mg NC410 doses, respectively, noted November 6, 2024.","phase,clinical",POS,data presented at SITC
2377,2377_0,"Phase 3 data presented at ESMO Asia with an overall response was achieved by 81%, noted November 6, 2024.","phase,clinical",POS,achieved
2384,2384_0,"Phase 1 data presented at SITC revealed the clinical potential of the tumor-activated IL-12 prodrug WTX-330, with favorable tolerability profile and encouraging efficacy signal, noted November 7, 2024","safety,phase,clinical",POS,data presented at SITC
2386,2386_0,"Preclinical data presented at SITC reported durable disease control in majority of heavily pretreated patients, noted November 7, 2024.",clinical,POS,data presented at SITC
2387,2387_0,"Phase 2 data presented at SITC reported an overall response rate of 55% unconfirmed/48% confirmed, disease control rate of 81%, and approximately 50% of patients without disease progression at 12 mont","phase,clinical",POS,data presented at SITC
2392,2392_0,Phase 2 data reported at SITC demonstrated statistically significant superiority of the eight-week absolute lymphocyte count with NKTR-255 post chemoradiation and in combination with durvalumab versus,phase,POS,statistically significant
2395,2395_0,"Preclnical PoC data presented at SITC supports the potential of CD3 Switch-DARPin platform to activate and boost T cells in the presence of tumor targets only, November 7, 2024.",clinical,POS,data presented at SITC
2396,2396_0,"Phase 3 trial did not meet primary endpoint, noted November 7, 2024.","endpoint,phase",NEG,did not meet
2397,2397_0,"Phase 2 data presented at SITC reported a 35% improvement in overall survival and 25% improvement in progression-free survival versus standard-of-care alone, noted November 8, 2024.","phase,clinical",POS,data presented at SITC
2400,2400_0,"Phase 1a data presented at SITC reported that the highest three quartiles of T cell responders have not yet reached mDFS, whereas the lowest quartile achieved a mDFS of 3.1 months, noted November 8, 2",clinical,POS,achieved
2401,2401_0,"Phase 3 data reported a statistically significant and clinically meaningful reduction in nasal polyp size and reduced nasal congestion compared to placebo, noted November 8, 2024.",phase,POS,statistically significant
2402,2402_0,"Phase 3 data reported a statistically significant and clinically meaningful reduction in nasal polyp size and reduced nasal congestion compared to placebo, noted November 8, 2024.",phase,POS,statistically significant
2403,2403_0,"Phase 3 trial had a statistically significant and clinically meaningful reduction in the size of nasal polyps and reduced nasal congestion compared to placebo, noted November 8, 2024.",phase,POS,statistically significant
2409,2409_0,Phase 1 new data presented at SITC showed a correlation between the levels of neural cell adhesion molecule (NCAM or CD56) expression and response and disease control in patients treated with CTX-471,"phase,clinical",POS,data presented at SITC
2410,2410_0,"Phase 1a additional data presented at SITC showed that vaccine was safe and well tolerated by participants in all 3 cohorts, noted November 8, 2024.","safety,clinical",POS,well tolerated
2412,2412_0,"FDA Approved on November 8, 2024.",regulatory,POS,FDA Approved
2417,2417_0,"Preclinical data reported that the combined treatment demonstrated significant improvement in behavioral outcomes related to severe stress-induced conditions as compared to using either agent alone, n",clinical,POS,significant improvement
2418,2418_0,"Phase 1/2 data presented at SITC showed a three-fold increased active (e.g., cleaved) drug exposure in homogenized tumor tissue samples at 10 mg/kg versus a single dose of ipilimumab at 1 mg/kg while","phase,clinical",POS,data presented at SITC
2420,2420_0,"Phase 3 data presented at SITC reported that the median overall survival for the trial has not been reached, however, one-, two-, and three-year survival rates were 75.3%, 63.3%, and 54.8%, respective","phase,clinical",POS,data presented at SITC
2421,2421_0,"Phase 1 data presented at SITC demonstrated durable antitumor activity in heavily pretreated patients with antiâ€“PD-1â€“resistant cancer across multiple cancer types , noted November 9, 2024.","phase,clinical",POS,data presented at SITC
2423,2423_0,"Phase 1 data presented at SITC 2024 reported that a dose range between 8-12 mg/kg Q2W was identified as the preferred dose range for heavily pre-treated GEC patients., noted November 9, 2024.","phase,clinical",POS,data presented at SITC
2424,2424_0,"Phase 1b/2 data presented at SITC reported that OS was greater with zim than with chemo, noted November 9, 2024.","endpoint,phase,clinical",POS,data presented at SITC
2426,2426_0,"Phase 2a dosing initiated, noted November 11, 2024.","phase,clinical",POS,dosing initiated
2431,2431_0,"Phase 2 hold removed, FDA cleared study to begin enrolling in planned Phase 3 trial, noted November 11, 2024.","phase,regulatory",POS,FDA cleared
2433,2433_0,"Phase 2 trial did not meet their primary endpoint, noted November 11, 2024.","endpoint,phase",NEG,did not meet
2434,2434_0,"Phase 1 data presented at SITC indicated that trial endpoints of adequate exposure, safety, tolerability and biological activity were met, noted November 11, 2024.","safety,phase,clinical",POS,met
2435,2435_0,"IRB approval on track as scheduled, company plans new phase of treatment evaluation expected 1Q 2025, noted November 11, 2024.",regulatory,POS,approval
2437,2437_0,"Phase 1 data reported that treatment was well-tolerated with no DLTs and no events of any grade of CRS, ICANS, or GvHD, noted November 11, 2024.","safety,phase",NEU,well-tolerated
2438,2438_0,"Phase 1/2 data reported statistically significant separation between the GTX-102 and sham arms, noted November 11, 2024.",phase,POS,statistically significant
2440,2440_0,"Preclinical data presented at SITC showed robust antigen-mediated expansion, functional persistence, and durable anti-tumor activity in the presence of alloreactive T cells, noted November 11, 2024.",clinical,POS,data presented at SITC
2445,2445_0,Phase 2 topline results showed that the trial met its primary endpoint.,"endpoint,phase,clinical",POS,met
2445,2445_1,"Revumenib demonstrated a favorable safety profile with only 5% treatment-related discontinuation, noted November 12, 2024.",safety,POS,favorable safety
2450,2450_0,"Voluntarily withdrawn November 12, 2024.",catalyst,NEG,withdrawn
2451,2451_0,"BLA submitted November 12, 2024.",regulatory,POS,BLA submitted
2452,2452_0,"108 patients have completed 1-year of treatment which is generally well tolerated to date in patients with acute and stable schizophrenia, noted November 12, 2024.","safety,sample",POS,well tolerated
2454,2454_0,"Phase 1 interim data showed a favorable safety profile and strong pharmacokinetics with a half-life over 90 daysâ€”four times longer than vedolizumab, noted November 12, 2024.","safety,phase",POS,favorable safety
2457,2457_0,"Phase 3 52 week extension data indicated that LYR-210 was generally well tolerated over the extended treatment period, including among patients who received repeat dosing for a total of 12 months.","safety,phase",POS,well tolerated
2465,2465_0,"Approved November 13, 2024.",catalyst,POS,Approved
2466,2466_0,"Approved November 13, 2024.",catalyst,POS,Approved
2467,2467_0,"Additional Phase 3 data reported that the trial met the key secondary endpoint of overall survival (OS), noted November 14, 2024.","endpoint,phase,financial",POS,met
2474,2474_0,"Phase 2 data reported nominally statistically significant improvements in MACrO2 measured from baseline to month 6 in post-hoc analysis, noted November 14, 2024.",phase,POS,statistically significant
2477,2477_0,"Phase 2b data presented at AASLD reported that treatment improved patients' FAST scores but also achieved both MASH resolution and fibrosis improvement, noted November 15, 2024.","phase,clinical",POS,achieved
2478,2478_0,"IND cleared by the FDA, noted November 15, 2024.",regulatory,POS,cleared by the FDA
2479,2479_0,"Phase 2a data presented at AASLD reported that 50% of patients who had baseline HBsAg levels less than 1000 IU/mL achieved functional cure in Cohort A1, noted November 15, 2024.","phase,clinical",POS,achieved
2480,2480_0,"Phase 3 data reported that 81% (30 out of 37) of participants with primary biliary cholangitis (PBC) treated with LivdelziÂ® (seladelpar) achieved a composite biochemical response, noted November 15, 2",phase,POS,achieved
2482,2482_0,"Phase 1b data presented at AASLD reported that treatment reduced LFC relative to baseline by up to 68.5% and decreased total cholesterol and triglycerides by up to 12.2% and 44.6%, respectively, after","phase,clinical",POS,data presented at AASLD
2483,2483_0,"Phase 2 data reported that 39% of participants with low baseline Hepatitis B surface antigen (HBsAg) achieved HBsAg loss with tobevibart + elebsiran, and 46% with tobevibart + elebsiran + pegylated in",phase,POS,achieved
2484,2484_0,"Phase 2 data reported that 39% of participants with low baseline Hepatitis B surface antigen (HBsAg) achieved HBsAg loss with tobevibart + elebsiran, and 46% with tobevibart + elebsiran + pegylated in",phase,POS,achieved
2485,2485_0,"FDA approved on November 15, 2024.",regulatory,POS,FDA approved
2486,2486_0,"Phase 3 data presented at ACR Convergence with statistically significant 87% reduction in the risk of IgG4-RD flare compared to placebo, noted November 15, 2024.",phase,POS,statistically significant
2489,2489_0,"Phase 2b additional 96-Week data presented at AASLD reported an over 40% of participants treated with EFX 50mg for 96 weeks, compared with 0% for placebo, showed regression of liver fibrosis by all of","phase,clinical",POS,data presented at AASLD
2490,2490_0,"Phase 2b additional 96-Week data presented at AASLD reported an over 40% of participants treated with EFX 50mg for 96 weeks, compared with 0% for placebo, showed regression of liver fibrosis by all of","phase,clinical",POS,data presented at AASLD
2492,2492_0,"Phase 1 additional data from AHA reported mean reductions of greater than 90% from baseline achieved at Day 15 and sustained through at least Day 180, noted November 17, 2024.",phase,POS,achieved
2495,2495_0,"Phase 2a data presented at AASLD reported that 50% percent of patients saw their HbA1c levels below 6.5% at week 24 following treatment with lanifibranor alone or in combination with empagliflozin, no","phase,clinical",POS,data presented at AASLD
2499,2499_0,"Phase 3 data presented at ACR Convergence demonstrated statistically significant improvement in the primary endpoint of fibromyalgia neoplastic pain and in all six key secondary endpoints, including s","endpoint,phase,financial,clinical",POS,statistically significant
2508,2508_0,"IND cleared by the FDA, noted November 18, 2024.",regulatory,POS,cleared by the FDA
2514,2514_0,"NDA submitted November 18, 2024.",regulatory,POS,NDA submitted
2521,2521_0,"Phase 3 data presented at AHA showed that the trial met its primary endpoint with an LDL-C mean reduction versus placebo of 36.3% at day 84 and 41.5% at day 365, noted November 18, 2024.","endpoint,effect,phase",POS,met
2523,2523_0,"Phase 3 study met its co-primary endpoints in patients with moderate to severe plaque psoriasis, noted November 18, 2024.","endpoint,phase",POS,met
2524,2524_0,"Phase 3 study met its co-primary endpoints in patients with moderate to severe plaque psoriasis, noted November 18, 2024.","endpoint,phase",POS,met
2525,2525_0,"Phase 3 study showed once daily icotrokinra met the primary endpoint of IGA of 0/1 at week 16 compared to placebo, noted November 18, 2024.","endpoint,phase",POS,met
2526,2526_0,"Phase 3 study showed once daily icotrokinra met the primary endpoint of IGA of 0/1 at week 16 compared to placebo, noted November 18, 2024.","endpoint,phase",POS,met
2527,2527_0,"Phase 2 enrollment paused, noted November 18, 2024.",phase,NEG,enrollment paused
2530,2530_0,"Phase 2a data presented at AASLD reported a stable ELF score from Week 12 to Week 24, with a reduction in participants with an ELF score of >9.8 at baseline, noted November 18, 2024.","phase,clinical",POS,data presented at AASLD
2534,2534_0,"Phase 2b data presented at AASLD reported rapid and statistically significant reductions in cholestatic pruritus were observed after treatment, noted November 18, 2024.","phase,clinical",POS,statistically significant
2536,2536_0,"Phase 2 study met at the 12-week its primary endpoint, noted November 18, 2024.","endpoint,phase",POS,met
2538,2538_0,"Phase 1b data presenteed at ACR showed patient treated with fludarabine-free conditioning and single-dose FT819; favorable safety profile with no grade â‰¥3 adverse events and no events of CRS, ICANS, o","safety,phase",POS,favorable safety
2539,2539_0,"Phase 1 initial data showed a favorable safety profile, complete responses, and persistence of FT522 live cells, noted November 18, 2024.","safety,phase",POS,favorable safety
2540,2540_0,"Phase 2 data presented at AASLD met the trial's primary endpoint, demonstrating a favorable safety profile over the 15-week treatment period on November 19, 2024.","endpoint,safety,phase,clinical",POS,met
2541,2541_0,"Phase 3 data reported that the trial met its primary endpoint, noted November 19, 2024.","endpoint,phase",POS,met
2543,2543_0,"Phase 3 trial met primary endpoint, noted November 19, 2024.","endpoint,phase",POS,met
2546,2546_0,"Phase 3a data reported that treatment had safe and well-tolerated profile, noted November 19, 2024.",safety,POS,well-tolerated
2547,2547_0,"Phase 2 DSMB review of interim data completed, the DSMB determined that, while the mRNA control arm of the study failed to meet the predetermined primary endpoint, the study should continue enrollment","endpoint,phase",NEG,failed to meet
2549,2549_0,"Phase 2 additional expansion cohort dosing initiated, noted November 19, 2024.","phase,clinical",POS,dosing initiated
2552,2552_0,"Phase 2b 52 week data presented at AASLD summarized results including successful achievement of study's primary and secondary endpoints, noted November 19, 2024.","endpoint,phase,financial,clinical",POS,successful
2553,2553_0,"Phase 2b 52 week data presented at AASLD summarized results including successful achievement of study's primary and secondary endpoints, noted November 19, 2024.","endpoint,phase,financial,clinical",POS,successful
2555,2555_0,"Phase 2 topline data reported that the trial did not meet its primary endpoint, noted November 20, 2024.","endpoint,phase,clinical",NEG,did not meet
2556,2556_0,"Phase 2 topline data reported that the trial did not meet its primary endpoint, noted November 20, 2024.","endpoint,phase,clinical",NEG,did not meet
2557,2557_0,"Phase 2/3 data reported that the trial met its primary endpoint, noted November 20, 2024.","endpoint,phase",POS,met
2559,2559_0,"Phase 3 partial topline data indicated that PRF-110 demonstrated statistically significant superiority over placebo in reducing pain during the first 48 hours following surgery, noted November 20, 202","phase,clinical",POS,statistically significant
2561,2561_0,"Phase 3 study achieved all co-primary endpoints of LS mean reduction in LDL-C on top of maximally tolerated lipid-modifying therapies versus each of placebo, ezetimibe 10 mg, and obicetrapib 10 mg mon","endpoint,effect,phase",POS,achieved
2562,2562_0,"Phase 1b/2a study achieved a 90% reduction in leukemic blasts within the first 30 days of treatment, continuing the overall efficacy trend seen in prior studies, noted November 20, 2024.",phase,POS,achieved
2563,2563_0,"Phase 1b/2a study achieved a 90% reduction in leukemic blasts within the first 30 days of treatment, continuing the overall efficacy trend seen in prior studies, noted November 20, 2024.",phase,POS,achieved
2566,2566_0,"Phase 1 preliminary clinical data achieved a confirmed 50% objective response rate (ORR) based on RECIST 1.1 criteria, including one complete response and a disease control rate (DCR) of 100% in six h","endpoint,phase",POS,achieved
2567,2567_1,"This recommendation was based on the absence of any dose limiting toxicities (DLT's),",safety,NEG,DLT
2572,2572_0,"Approved November 21, 2024.",catalyst,POS,Approved
2573,2573_0,"Approved November 21, 2024.",catalyst,POS,Approved
2574,2574_0,"Approved November 21, 2024.",catalyst,POS,Approved
2579,2579_0,"FDA approved on November 22, 2024.",regulatory,POS,FDA approved
2580,2580_0,"FDA approved on November 22, 2024.",regulatory,POS,FDA approved
2583,2583_0,"Phase 3 trial met primary endpoint, noted November 25, 2024.","endpoint,phase",POS,met
2584,2584_0,"Phase 3 trial data demonstrated a statistically significant and clinically meaningful improvement in the primary endpoint of radiographic progression-free survival (rPFS), noted November 25, 2024.","endpoint,phase",POS,statistically significant
2587,2587_0,"Phase 3 trial did not meet primary endpoint, noted November 25, 2024.","endpoint,phase",NEG,did not meet
2588,2588_0,"Phase 3 EoP Type C Meeting with the FDA resulted in clear, constructive, and actionable guidance underscoring a pathway to support a future NDA submission, noted November 25, 2024.","phase,regulatory",POS,NDA submission
2593,2593_0,Phase 2 failed to meet primary and secondary endpoints.,"endpoint,phase,financial",NEG,failed to meet
2594,2594_0,Phase 2 failed to meet primary and secondary endpoints.,"endpoint,phase,financial",NEG,failed to meet
2598,2598_0,Phase 2 study failed to meet primary and secondary efficacy endpoints.,"phase,financial",NEG,failed to meet
2599,2599_0,"BLA submitted, noted November 26, 2024.",regulatory,POS,BLA submitted
2601,2601_0,"Phase 2b enrollment completed, noted November 26, 2024.","phase,enrollment",POS,enrollment completed
2602,2602_0,"NORSE EIGHT trial did not meet the SPA primary endpoint, noted November 27, 2024.",endpoint,NEG,did not meet
2605,2605_0,"CRL announced November 27, 2024.",regulatory,NEG,CRL
2608,2608_0,"Phase 1 PK data reported that treatment was well-tolerated with half-life of approximately 55 days, supporting potential for 2- to 3- month dosing and demonstrating deep and sustained inhibition of bi","safety,phase",POS,well-tolerated
2609,2609_0,"Phase 1 initial data reported that 2 of 3 patients achieved MRD negative CR in the first dose level evaluated in the trial with a generally well-tolerated preliminary safety profile, noted December 2,","endpoint,safety,phase",POS,achieved
2610,2610_0,"Phase 3 final data showed that study met its primary endpoint with a statistically significant improvement in overall survival for patients, noted December 2, 2024.","endpoint,phase,clinical",POS,met
2615,2615_0,"FDA Fast track designation granted by the FDA, noted December 2, 2024.",regulatory,POS,Fast track
2616,2616_0,"BLA submission on December 2, 2024.",regulatory,POS,BLA submission
2617,2617_0,"Phase 1a interim update achieved 100% PSA50 declines, 63% PSA90 declines, and 31% PSA99 declines, with durable responses observed at â‰¥12 weeks.",catalyst,POS,achieved
2618,2618_0,"Phase 1b/2a dosing initiated, noted December 2, 2024.","phase,clinical",POS,dosing initiated
2620,2620_0,"Phase 1 dosing initiated, noted December 2, 2024.","phase,clinical",POS,dosing initiated
2623,2623_0,"Fast Track Designation granted by the FDA, noted December 3, 2024.",regulatory,POS,Fast Track
2625,2625_0,Phase 2 data did not meet its primary endpoints.,"endpoint,phase",NEG,did not meet
2627,2627_0,"The phase 1 study showed statistically significant lower ""Drug Liking"" scores for clinical doses of oral nalbuphine (81mg and 162mg) compared to IV butorphanol (6mg), supporting its low abuse potentia",phase,POS,statistically significant
2628,2628_0,"FDA granted Fast Track Designation on December 3, 2024.",regulatory,POS,Fast Track
2630,2630_0,"Phase 1 dosing initiated, noted December 3, 2024.","phase,clinical",POS,dosing initiated
2631,2631_0,"Phase 2 enrollment completed, noted December 3, 2024","phase,enrollment",POS,enrollment completed
2634,2634_0,"Phase 2 data met its primary endpoints of safety and sustained virologic response at 12 weeks post-treatment (SVR12), noted December 4, 2024.","endpoint,safety,phase",POS,met
2637,2637_0,Phase 2b 18-month data showed statistically significant results.,phase,POS,statistically significant
2639,2639_0,"Approved December 5, 2024.",catalyst,POS,Approved
2640,2640_0,"Phase 2 initial data demonstrated a favorable safety profile and targeted levels of GSPT1 degradation using a 21 days on, 7 days off drug dosing schedule in heavily pretreated solid tumor patients, no","safety,phase",POS,favorable safety
2643,2643_0,"Approved December 5, 2024.",catalyst,POS,Approved
2644,2644_0,"Approved December 5, 2024.",catalyst,POS,Approved
2653,2653_0,Phase 3 OLE long-term safety and efficacy data presented at AES showed that drug achieved 85% sustained monthly seizure reduction at 36 months and one-year seizure freedom in 33% of patients.,"safety,phase",POS,achieved
2657,2657_0,"Phase 2 data presented at ASH reported a clinically significant 2-point decrease on the VAS scale to mild by Week 13 (VAS<4), in SÃ©zary Syndrome Patients, and improvement in Itch intensity from Week 5","phase,clinical",POS,data presented at ASH
2658,2658_0,"Phase 1/2 data presented at ASH reported that all seven patients treated with BEAM-101 achieved hemoglobin F (HbF) induction of >60%, noted December 7, 2024.","phase,clinical",POS,achieved
2660,2660_0,"Phase 1/2 escalation data from ASH reported that across all dose levels explored, cemsidomide achieved a 38 percent ORR and 19 percent CMR rate, and in patients with PTCL, cemsidomide achieved a 44 pe","endpoint,phase",POS,achieved
2661,2661_0,"Phase 1b data presented at ASH reported that 68% of baseline nTD patients achieved a hemoglobin increase of â‰¥1.5 g/dL during study period and 50% had sustained increases for â‰¥12 weeks, noted December","phase,clinical",POS,achieved
2662,2662_0,"Preclinical data presented at ASH reported that all NHPs achieved >40% Î³-globin, a key constituent of HbF, post-transplant, noted December 8, 2024.",clinical,POS,achieved
2663,2663_0,"Phase 3 data presented at ASH reported that TRR was achieved by 30.4% (n=52/171) of patients in the mitapivat arm compared to 12.6% (n=11/87) of patients in the placebo arm, noted December 8, 2024.","sample,phase,clinical",POS,achieved
2666,2666_0,"Phase 2 data presented at ASH reported 30.2-month median progression-free survival with a median follow-up of 38.1 months in the Phase 1 study of anito-cel; median overall survival not reached, noted","phase,clinical",POS,data presented at ASH
2667,2667_0,"Phase 2 data presented at ASH reported 30.2-month median progression-free survival with a median follow-up of 38.1 months in the Phase 1 study of anito-cel; median overall survival not reached, noted","phase,clinical",POS,data presented at ASH
2668,2668_0,"Breakthrough Therapy designation (BTD) granted by the FDA, noted December 9, 2024.",regulatory,POS,Breakthrough Therapy
2670,2670_0,"Phase 1a interim data presented at ASH showed 100% CR rate in NPM1-m and 83% CR rate in KMT2A-r 1L adverse risk AML with 7+3, noted December 9, 2024.","endpoint,clinical",POS,data presented at ASH
2671,2671_0,"Phase 3 data reported that trial met its primary endpoint, noted December 9, 2024.","endpoint,phase",POS,met
2673,2673_0,"Phase 2 data presented at ASH included a 56% mean improvement in Total Symptom Score (TSS) at 24 weeks, with 76% of patients achieving a â‰¥50% TSS reduction and 95% of patients with elevated serum tryp","phase,clinical",POS,data presented at ASH
2675,2675_0,"Phase 1/2 preliminary data presented at ASH suggests improved relapse-free survival compared to published groups of acute myeloid leukemia (AML) patients at high risk of relapse post-transplant, noted","phase,clinical",POS,data presented at ASH
2679,2679_0,"Phase 2 data presented at ASH from subgroup analyses (N=64) showed responses across all major subgroups, including heavily pretreated patients, noted December 9, 2024.","sample,phase,clinical",POS,data presented at ASH
2680,2680_0,"Additional Phase 2 data presented at ASH showed best ORR of 97% and CR rate of 77% with 12-month PFS of 95%, data also presented at ASH on ZYNLONTA monotherapy in marginal zone lymphoma shows ORR of","endpoint,phase,clinical",POS,data presented at ASH
2682,2682_0,"Phase 1 topline data in 21 evaluable patients, 48% achieved stable disease at four months, including one partial response with a 45% tumor reduction at the MTD.","phase,clinical",POS,achieved
2682,2682_1,"SON-1010 demonstrated favorable safety,",safety,POS,favorable safety
2683,2683_0,"Phase 3 data reported that 85 percent of patients who achieved MRD negativity (10-6) with DARZALEX FASPROÂ® were progression free at 4.5 years, noted December 9, 2024.",phase,POS,achieved
2685,2685_0,"Additional preclinical data presented at ASH reported that treatment demonstrated intended mechanism in vivo, achieving killing of cKit+ cells while reducing off-target effects seen with systemic anti",clinical,POS,data presented at ASH
2687,2687_0,"Phase 3 data presented at ASH reported that treatment reduced the risk of disease progression or death by 58% versus standard of care, noted December 9, 2024.","phase,clinical",POS,data presented at ASH
2689,2689_0,"Phase 3 data reported that 96% achieved adequate LDH control (â‰¤1.5 x ULN) across study visits, noted December 9, 2024.",phase,POS,achieved
2690,2690_0,"Phase 1/2 data presented at ASH reported that all 8 of 8 efficacy-evaluable patients responded to treatment (ORR and CRR 100%), noted December 9, 2024.","endpoint,phase,clinical",POS,data presented at ASH
2691,2691_0,"Phase 2 trial data reported that 73% of the NKTR-255 treatment group compared to 50% of the placebo group achieved a complete response at 6 months, noted December 9, 2024.",phase,POS,achieved
2692,2692_0,"Phase 2 trial data reported that 73% of the NKTR-255 treatment group compared to 50% of the placebo group achieved a complete response at 6 months, noted December 9, 2024.",phase,POS,achieved
2694,2694_0,"Phase 3 data reported that the trial met its primary endpoint of overall survival (OS) and all secondary endpoints, noted December 9, 2024.","endpoint,phase,financial",POS,met
2695,2695_0,"Phase 3 data reported that the trial met its primary endpoint of overall survival (OS) and all secondary endpoints, noted December 9, 2024.","endpoint,phase,financial",POS,met
2698,2698_0,"Phase 1 data reported that treatment demonstrated neuroprotective activity through the MET receptor; following siRNA-mediated knockdown of MET, the neuroprotective effects of ATH-1105 on neuronal surv",phase,POS,MET
2700,2700_0,"FDA approved, noted December 9, 2024.",regulatory,POS,FDA approved
