Ticker,Drug,Indication,Stage,Date,Catalyst,Shares_Millions,Market_Cap,Volatility,Share_Price_D-1,Share_Price_D1,Share_Price_D5,Perc_Return_D1,Perc_Return_D5,XBI_Return_D1,XBI_Return_D5,Short_Interest_Pct,Year_Beta,Daily_Volum_Traded,row_id,has_endpoint,has_pvalue,has_effect,has_safety,has_sample,has_phase,has_partner,has_regulatory,has_financial,has_enrollment,has_clinical,has_catalyst,pos_count,neg_count,neu_count,headline_sentiment
ATXS,Navenibart (STAR-0215) - (ALPHA-ORBIT),"Hereditary angioedema (HAE), healthy volunteersÂ ",Phase 1/2,10/25/2024,Phase 1b/2 data presented at the ACAAI reported rapid inhibition of plasma kallikrein was associated with reductions in HAE attacks and with a favorable safety profile during the first 28 days of the,56.0,647.19799,58.7203,11.68,11.47,11.32,-0.018143046,-0.031306905,-0.012670038,-0.020558428,6.19255,0.08349,1.86798,2287,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1
RVMD,RMC-9805,"Pancreatic cancer, non-small cell lung cancer (NSCLC), and colorectal cancer.Â ",Phase 1,10/25/2024,"Phase 1 preliminary safety data presented at AACR-NCI-EORTC reported acceptable tolerability and encouraging initial antitumor activity, with durability assessment pending longer follow-up, noted Octo",186.0,7753.94773,38.8185,47.25,46.42,55.09,-0.017722253,0.153515558,-0.012670038,-0.020558428,9.97546,0.07546,96.68061,2288,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,1
KURA,KO-2806 - (FIT-001),Solid TumorsÂ ,Preclinical,10/25/2024,"Preclinical and clinical data presented at EORTC-NCI-AACR showed improved tumor growth inhibition compared to the combinations with a SHP2 or SOS1 inhibitors, noted October 25, 2024.",86.0,1341.87003,38.1845,17.78,17.51,16.88,-0.015302084,-0.051944741,-0.012670038,-0.020558428,12.12585,0.26813,10.21596,2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZYME,ZW251,Hepatocellular carcinomaÂ ,Preclinical,10/25/2024,"Preclinical data presented at EORTC-NCI-AACR reported a strong anti-tumor activity in models with a breadth of NaPi2b expression, noted October 25, 2024.",75.0,918.64275,35.6041,12.92,12.93,13.28,0.000773694,0.027482646,-0.012670038,-0.020558428,5.86041,0.13112,3.28167,2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKGN,Troculeucel (SNK01),Alzheimer's DiseaseÂ ,Phase 1/2,10/25/2024,"Phase 1/2a data from WSC 2024 reported that treatment appears to cross the BBB to reduce neuroinflammation noted October 25, 2024.",124.0,14.37806,204.1598,0.3871,0.3992,0.2672,0.030779487,-0.370685616,-0.012670038,-0.020558428,1.19949,0.01037,0.39769,2291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERA,Atacicept - (ORIGIN 3),IgA NephropathyÂ ,Phase 2b,10/26/2024,"Phase 2b 96-week data presented at Kidney Week reported that -66% reduction in galactose-deficient IgA1 (Gd-IgA1), resolution of hematuria in 75% of participants, a -52% reduction in proteinuria, and",63.0,2252.86876,47.246,41.09,41.09,43.82,0.0,0.064325551,-0.013698844,-0.021587235,11.28951,0.02891,0.0,2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIIB,Felzartamab - (PREVAIL),IgA nephropathy (IgAN)Â ,Phase 2,10/26/2024,"Phase 2 trial final results presented at ASN reported that patients maintained a mean reduction of approximately 50% in the UPCR through month 24, which was more than 18 months after the last dose was",146.0,26465.26374,25.918,181.69,181.69,173.79,0.0,-0.044454264,-0.013698844,-0.021587235,2.10575,0.14976,0.0,2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLDX,Barzolvolimab - (CindU),"Chronic inducible urticaria (CIndU), cold urticaria (ColdU) and symptomatic dermographism (SD), Chronic Spontaneous Urticaria (CSU)Â ",Phase 2,10/26/2024,"Phase 2 efficacy and safety data from ACAAI reported that trial met all primary end secondary endpoints, noted October 26, 2024.",66.0,1786.45071,54.6283,26.95,26.95,25.68,0.0,-0.048270819,-0.013698844,-0.021587235,12.66806,0.0593,0.0,2294,1,0,0,1,0,1,0,0,1,0,0,0,4,0,0,1
APLS,EMPAVELI (pegcetacoplan) - (VALIANT),C3G and IC-MPGNÂ ,Phase 3,10/26/2024,"Phase 3 study results presented at ASN Kidney Week reported a statistically significant 68% (p<0.0001) proteinuria reduction compared to placebo, with reduction observed as early as Week 4, noted Octo",126.0,3248.72563,54.6457,26.68,26.68,27.98,0.0,0.047575748,-0.013698844,-0.021587235,17.31847,0.00224,0.0,2295,0,1,1,0,0,1,0,0,0,0,0,0,3,0,0,1
LGVN,Laromestrocel (lomecel-B) - (ELPIS II),Hypoplastic Left Heart SyndromeÂ ,Phase 2b,10/27/2024,Phase 2b long term survival data shared at the Congenital Heart Surgeons' Society (CHSS) reported a 5-year survival after stage 2 Glenn surgery of 100% with none requiring heart transplant; this comp,15.0,31.73445,184.3703,2.21,2.21,2.03,0.0,-0.084956722,-0.013698844,-0.021587235,4.13603,0.01152,0.0,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMA,ATEV - (V007),Acellular tissue engineered vessel (ATEV) in arteriovenous access for patients with end-stage renal disease.Â ,Phase 3,10/28/2024,"Phase 3 detailed results presented at ASN showed superior patency and function over the standard autogenous fistula at six and 12 months, noted October 28, 2024.",158.0,677.67855,106.2968,5.59,5.42,5.07,-0.030883472,-0.09763847,-0.014409324,-0.021083431,13.33676,0.00213,14.72295,2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNCY,UNI-494,Acute kidney injury (AKI)Â ,Preclinical,10/28/2024,"Preclinical data and Phase 1 presented at the American Society of Nephrology (ASN) Kidney Week indicated therapeutic administration of UNI-494 slows down and may even halt or reverse AKI progression,",17.0,47.08375,124.0451,4.15,4.99,4.799,0.184327576,0.145299229,-0.014409324,-0.021083431,1.10764,0.00667,2.01627,2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EYPT,EYP-1901 - (VERONA),Diabetic macular edema (DME)Â ,Phase 2,10/28/2024,"Phase 2 interim data demonstrated that the 2.7mg dose showed a +8.9-letter improvement in best-corrected visual acuity (BCVA) and a 68-micron reduction in CST, outperforming the aflibercept control. T",68.0,648.64071,113.9258,9.5,12.12,11.7,0.243565182,0.208297043,-0.014409324,-0.021083431,17.13697,0.01478,55.33904,2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCLI,NurOwn,Amytrophic lateral sclerosis (ALS)Â ,Phase 3,10/28/2024,"Phase 3 expanded access data reported a statistically significant difference in favor of debamestrocel (LRT, p= 0.0379) with a median survival time of 46.6 months for the debamestrocel group compared",10.0,10.73753,110.8521,1.9596,2.02,1.8,0.030357141,-0.084953706,-0.014409324,-0.021083431,3.12085,0.16001,0.21246,2300,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1
PLUR,NurOwn,Amytrophic lateral sclerosis (ALS)Â ,Phase 3,10/28/2024,"Phase 3 expanded access data reported a statistically significant difference in favor of debamestrocel (LRT, p= 0.0379) with a median survival time of 46.6 months for the debamestrocel group compared",8.0,23.6311,67.3439,4.37,4.32,4.5601,-0.011507607,0.042581544,-0.014409324,-0.021083431,0.0421,0.01735,0.04834,2301,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1
IRWD,Apraglutide - (STARS),Short Bowel Syndrome with Intestinal Failure (SBS-IF)Â ,Phase 3,10/28/2024,"New Phase 3 data demonstrated a steady treatment effect across patient demographics and SBS characteristics. Safety results showed high treatment compliance and low rates of adverse events, noted Octo",162.0,662.91685,84.0106,3.96,4.15,4.19,0.046864309,0.056456709,-0.014409324,-0.021083431,7.46931,0.02384,4.37745,2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYRA,TYRA-300 - (BEACH301),AchondroplasiaÂ ,IND-Enabling,10/28/2024,"IND cleared by the FDA, noted October 28, 2024.",53.0,1050.31407,71.6683,21.93,19.89,16.42,-0.09763847,-0.289355458,-0.014409324,-0.021083431,4.165,0.15915,23.87096,2303,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
MIRA,Ketamir-2 (Topical),"Neuropathic pain and chemo-induced depression, as well as neuropathic pain and PTSDÂ ",Preclinical,10/28/2024,"Preclinical data reported that on Day 9, at the optimal dose of 300 mg/kg, Ketamir-2 led to near-complete normalization of pain sensitivity, outperforming FDA-approved gabapentin by 60%, which provide",19.0,25.53785,317.831,1.29,1.57,1.85,0.196433401,0.360543421,-0.014409324,-0.021083431,2.10607,0.01088,36.56714,2304,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
AGIO,Mitapivat (AG-348) - (RISE UP),Sickle cell diseaseÂ ,Phase 3,10/28/2024,"Phase 3 portion of the study enrollment completed, noted October 23, 2024.",58.0,2621.63543,55.03,45.09,46.08,44.83,0.021718524,-0.005782934,-0.014409324,-0.021083431,7.22073,0.09075,23.18082,2305,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1
CADL,CAN-3110,GliomaÂ ,Phase 1b,10/28/2024,"Phase 1b data presented at IOVC showed improved survival and immune activation, with 3 out of 6 patients surviving over a year post-treatment, noted October 28, 2024.",54.0,176.78712,101.8016,5.6,5.51,5.19,-0.016201975,-0.076032901,-0.014409324,-0.021083431,5.11279,0.00548,2.31203,2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JNJ,TREMFYA (guselkumab),Ulcerative Colitis Subcutaneous Induction (ASTRO) Crohn's Disease Subcutaneous InductionÂ ,Phase 3,10/28/2024,Phase 3 results reported that a greater number of patients treated with subcutaneous TREMFYA induction and maintenance achieved clinical and endoscopic remission at 48 weeks in the Phase 3 GRAVITI stu,0.0,389071.8723,16.8802,160.88,161.6,158.24,0.004465401,-0.016545878,-0.014409324,-0.021083431,0.77501,0.02418,782.57273,2307,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
LLY,Mirikizumab - (LUCENT-3),Ulcerative colitis (UC)Â ,Phase 3,10/28/2024,"Phase 3 data reported that 81% of patients maintained long-term clinical remission and 82% achieved long-term endoscopic remission, noted October 28, 2024.",946.0,806412.3225,30.9302,892.7,895.59,806.14,0.003232141,-0.101993153,-0.014409324,-0.021083431,0.64267,0.11018,1866.50091,2308,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
LLY,Mirikizumab - (VIVID-2),Crohn's diseaseÂ ,Phase 2,10/28/2024,"Phase 2 data reported that 96% of patients had clinical response as measured by the Crohn's Disease Activity Index (CDAI) and 87% were in clinical remission as measured by CDAI, noted October 28, 2024",946.0,806412.3225,30.9302,892.7,895.59,806.14,0.003232141,-0.101993153,-0.014409324,-0.021083431,0.64267,0.11018,1866.50091,2309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVS,Fabhalta (iptacopan),C3 glomerulopathy (C3G)Â ,Phase 3,10/28/2024,"Phase 3 data reported that Fabhalta sustained proteinuria reduction at 12 months, noted October 28, 2024.",0.0,2455.01871,52.4511,7.81,7.89,7.62,0.010191171,-0.024628594,-0.014409324,-0.021083431,0.0,0.01853,0.58903,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHPH,Ropidoxuridine,GlioblastomaÂ ,Phase 2,10/28/2024,"Phase 2 study engaged all six of the planned clinical trial site locations to administer the clinical trial, noted October 28, 2024.",1.0,2.96184,99.7177,31.25,33.25,40.0,0.062035391,0.246860078,-0.014409324,-0.021083431,1.51333,0.01135,10.60695,2311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNPX,REQORSA (GPX-001) with KEYTRUDA (pembrolizumab) - (Acclaim-2),Non-Small Cell Lung Cancer (NSCLC)Â ,Preclinical,10/28/2024,"Preclinical data presented at EORTC-NCI-AACR demonstrated Reqorsaâ€™s potential effectiveness across these challenging cancer types, expanding its applicability beyond KRAS G12C mutant lung cancer, not",0.0,9.85989,254.9033,99.0,137.0,101.0,0.324861076,0.020000667,-0.014409324,-0.021083431,2.36815,0.00533,51.54255,2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAR,TH104 (AV104),Primary biliary cholangitis (PBC)Â ,Phase 1,10/28/2024,"Phase 1 results presented at ACG Meeting showed no opioid withdrawal effects, reinforcing safety profile, noted October 28, 2024.",4.0,2.27455,105.8588,1.95,1.98,2.95,0.015267472,0.413975798,-0.014409324,-0.021083431,1.54053,0.00056,0.08174,2313,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,-1
BCDA,CardiAMP (Heart Failure II),Ischemic heart failure of reduced ejection fraction (HFrEF)Â ,Phase 3,10/28/2024,"Phase 3 completed, noted October 28, 2024.",5.0,9.20991,138.9315,2.42,2.63,2.38,0.083216306,-0.016667052,-0.014409324,-0.021083431,1.42655,0.12702,0.59182,2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COYA,Low Dose Interleukin-2 (LD IL-2) - (COYA 301),Alzheimerâ€™s Disease (AD)Â ,Phase 2,10/29/2024,"Phase 2 trial met primary and secondary endpoints, noted October 29, 2024.",16.0,112.18104,84.5166,10.19,7.37,6.74,-0.323989141,-0.413346922,0.000710985,-0.021396025,1.22253,0.05633,6.70266,2315,1,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1
ZLAB,Xanomeline-Trospium (KarXT) (ZL-2701-001) - (China Bridging Trial),SchizophreniaÂ ,Phase 3,10/29/2024,"Phase 3 trial demonstrated a statistically significant 9.2-point reduction in PANSS Total score from baseline at Week 5 compared to placebo, noted October 29, 2024.",109.0,3084.53435,63.614,32.54,31.43,30.92,-0.034707251,-0.051066878,0.000710985,-0.021396025,4.83903,0.03065,25.07881,2316,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
ABEO,ZEVASKYN (prademagene zamikeracel),Recessive dystrophic epidermolysis bullosa (RDEB)Â ,BLA Filing,10/29/2024,"BLA resubmitted on October 29, 2024.",51.0,284.57559,60.6035,6.39,6.57,6.21,0.027779564,-0.028573372,0.000710985,-0.021396025,6.39391,0.00224,3.28917,2317,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
SGMT,Denifanstat - (FASCINATE-3),Nonalcoholic steatohepatitis (NASH)Â ,Phase 2b,10/29/2024,"Phase 2b completed and Phase 3 expected to commenced by year end 2024, noted October 29, 2024.",32.0,186.05796,99.3698,5.99,5.83,5.81,-0.027074412,-0.030510841,0.000710985,-0.021396025,12.47934,0.09099,3.38002,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IVVD,PEMGARDA (VYD222 (pemivibart)) - (CANOPY),COVID-19 PreventionÂ ,Phase 3,10/29/2024,"Phase 3 study following strong protection (84% relative risk reduction versus placebo) demonstrated through month 6 with pemivibart, CANOPY clinical trial participants were followed for an additional",120.0,108.32253,107.8005,1.04,0.9069,0.9235,-0.136943802,-0.118805192,0.000710985,-0.021396025,5.97937,0.04539,0.90449,2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKGN,Troculeucel (SNK01),Alzheimer's DiseaseÂ ,Phase 1/2,10/29/2024,Phase 1/2a study Six-month interim data shared at the 17th Annual Clinical Trials on Alzheimer's Disease Conference (CTAD) newly analyzed biomarker data from the initial dose-escalation Phase 1 AD tri,124.0,11.19774,203.5084,0.35,0.3109,0.259,-0.118461837,-0.301105093,0.000710985,-0.021396025,1.19949,0.01037,0.90128,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMNM,IM-1021,Advanced B-cell lymphomas and advanced solid tumorsÂ ,Preclinical,10/29/2024,"Preclinical data reported that IM-1021 showed superior efficacy compared to zilovertamab vedotin in both the Jeko-1 mantle cell lymphoma model and the MDA-MB-468 triple negative breast cancer model, n",87.0,737.85154,63.0289,12.43,12.2,12.97,-0.018676954,0.042526093,0.000710985,-0.021396025,18.06291,0.06285,4.64836,2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGVN,Laromestrocel (lomecel-B) - (CLEAR MIND),Alzheimer's DiseaseÂ ,Phase 2a,10/29/2024,Phase 2a data presented at CTAD in late breaking presentation showed that that Lomecel-B's ability to inhibit MMP14 activity correlates with improved clinical and biomarker outcomes in Alzheimer's pat,15.0,31.44726,184.2027,2.18,2.19,2.25,0.004576667,0.031605339,0.000710985,-0.021396025,4.13603,0.01152,2.1277,2322,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1
JAGX,Mytesi (crofelemer) - (OnTarget),Cancer Therapy-Related DiarrheaÂ ,Phase 3,10/29/2024,"Additional data from pilot study on functional diarrhea, crofelemer significantly improved stool consistency and reduced abdominal pain without causing constipation, marking it as a potentially effect",2.0,9.98052,176.2322,28.25,27.0,26.0,-0.045256592,-0.08299692,0.000710985,-0.021396025,1.50858,0.00077,0.62324,2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVS,Scemblix - (ASC4FIRST),1L Chronic myeloid leukemia (CML)Â ,Approved,10/29/2024,"FDA Approved on October 29, 2024.",0.0,2473.68805,52.2424,7.89,7.95,7.79,0.007575794,-0.012755275,0.000710985,-0.021396025,0.0,0.01853,0.42098,2324,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
CGTX,Zervimesine (CT1812) - (SHINE),Mild-to-Moderate Alzheimer's DiseaseÂ ,Phase 2,10/29/2024,"Phase 2 results presented at CTAD showed a significant slowdown in cognitive decline, particularly in participants with lower plasma p-tau217 levels, an Alzheimerâ€™s biomarker, noted October 29, 2024.",73.0,22.87579,129.5554,0.5421,0.57,0.4882,0.050185875,-0.104725328,0.000710985,-0.021396025,1.22267,0.09294,0.54111,2325,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1
SPRO,SPR720,Nontuberculous mycobacterial (NTM) pulmonary disease (PD)Â ,Phase 2,10/29/2024,"Phase 2 study did not meet its primary endpoint, based on the planned interim analysis of 16 patients; current development was suspended, noted on October 29, 2024.",56.0,70.80437,40.9831,1.29,1.31,1.31,0.015384919,0.015384919,0.000710985,-0.021396025,0.71614,0.09637,1.18046,2326,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,-1
CALC,Auxora - (CARPO),Acute PancreatitisÂ ,Phase 2b,10/30/2024,Phase 2 full results presented at ACG showed high and medium doses of Auxora led to a 100% reduction in severe respiratory failure and a 64.2% reduction in persistent respiratory failure compared to l,13.0,51.60075,104.4896,3.93,4.8,3.5,0.199976492,-0.115876457,0.015645291,-0.038611762,0.31774,2e-05,1.41437,2327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LXEO,LX1001 - (LEAD),Alzheimerâ€™s diseaseÂ ,Phase 1/2,10/30/2024,"Phase 1/2 interim data from CTAD reported a dose-dependent increase in neuroprotective APOE2 expression in all participants with ongoing durability at 12 months, noted October 30, 2024.",54.0,273.57981,90.9439,9.97,8.275,8.2,-0.186341663,-0.19544643,0.015645291,-0.038611762,6.22649,0.03627,9.50734,2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMN,PMN310 - (PRECISE-AD),Alzheimer's disease (AD)Â ,Phase 1a,10/30/2024,"Phase 1a topline data from 5 cohorts reported that generally well tolerated and achieved concentrations in the cerebrospinal fluid indicating its potential for target engagement in AD patients, noted",53.0,32.57514,89.8893,1.03,1.09,1.03,0.056618894,0.0,0.015645291,-0.038611762,0.46099,0.02003,0.32653,2329,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1
MLYS,Lorundrostat - (Launch-HTN),Uncontrolled hypertension (uHTN) or resistant hypertension (rHTN).Â ,Phase 3,10/30/2024,"Phase 3 enrollment completed, noted October 30, 2024.",66.0,685.23358,59.4571,13.96,13.78,14.95,-0.012977832,0.068515203,0.015645291,-0.038611762,3.24408,0.12272,5.6081,2330,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1
TLSA,Foralumab + Ozempic (semaglutide),ObesityÂ ,Preclinical,10/30/2024,"Preclinical data reported that nasal anti-CD3 in combination with semaglutide demonstrated synergistic effects in promoting liver homeostasis in preclinical models of diet-induced obesity, noted Octob",111.0,122.51084,106.7601,1.02,1.18,0.898,0.145711811,-0.127387838,0.015645291,-0.038611762,0.05176,0.05447,3.60078,2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVO,Foralumab + Ozempic (semaglutide),ObesityÂ ,Preclinical,10/30/2024,"Preclinical data reported that nasal anti-CD3 in combination with semaglutide demonstrated synergistic effects in promoting liver homeostasis in preclinical models of diet-induced obesity, noted Octob",0.0,3418959.512,32.026,111.98,113.24,105.36,0.011189176,-0.060937226,0.015645291,-0.038611762,0.0,0.0,1258.01056,2332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMEA,Icovamenib (BMF-219) with a GLP-1-Based Therapy - (COVALENT-211),Diabetes and obesityÂ ,Preclinical,10/30/2024,"Preclinical data reported that pretreatment improved insulin secretion, approximately doubling the effect-size depending on the dose, noted October 30, 2024.",59.0,374.70802,164.6503,12.06,10.34,8.88,-0.153874322,-0.306092634,0.015645291,-0.038611762,22.59277,0.00573,9.44104,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMEA,BMF-650,ObesityÂ ,Preclinical,10/30/2024,"Preclinical data reported a higher bioavailability and a less variable pharmacokinetic profile, with significant improvements in glucose stimulated insulin secretion, noted October 30, 2024.",59.0,374.70802,164.6503,12.06,10.34,8.88,-0.153874322,-0.306092634,0.015645291,-0.038611762,22.59277,0.00573,9.44104,2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORT,Relacorilant - (GRADIENT),Cushingâ€™s syndromeÂ ,Phase 3,10/30/2024,"Phase 3 data reported statistically significant improvements in mean SBP at 22 weeks, noted October 30, 2024.",105.0,4912.90617,44.1976,48.21,46.89,54.23,-0.027762035,0.117667792,0.015645291,-0.038611762,19.73326,0.03215,66.88432,2335,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
NRIX,NX-5948,B-cell malignancies / graft-versus-host diseaseÂ ,Preclinical,10/30/2024,"Preclinical data reported that clinical activity in patients with CLL with 69.2% ORR and all responses ongoing as of April 17, 2024:, noted October 30, 2024.",76.0,1705.02931,65.1398,25.2,24.07,27.0,-0.045877743,0.068992871,0.015645291,-0.038611762,13.04496,0.13259,18.34252,2336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VINC,VIP236,Solid tumorsÂ ,Phase 1,10/31/2024,"Phase 1 data reported a 45% disease control rate, noted October 2024.",5.0,10.77743,105.7118,7.0,6.98,6.444,-0.002861232,-0.082760684,-0.008599375,-0.045582035,2.71133,0.02236,0.10462,2337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTNB,MAT2203 - (ORALTO),Invasive aspergillosisÂ ,Phase 3,10/31/2024,"Trial development ceased as company non-bidding term-sheet terminated following notification from the prospective partner, company looking for potential asset sale to avoid wind-down or dissolution, n",5.0,3.11012,181.0056,1.93,0.62,0.555,-1.135555804,-1.246307168,-0.008599375,-0.045582035,1.60345,0.09104,1.92383,2338,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1
MTNB,Oral amphotericin b (MAT2203) - (EnACT),Cryptococcal meningitisÂ ,Phase 3,10/31/2024,"Trial development ceased as company non-bidding term-sheet terminated following notification from the prospective partner, company looking for potential asset sale to avoid wind-down or dissolution, n",5.0,3.11012,181.0056,1.93,0.62,0.555,-1.135555804,-1.246307168,-0.008599375,-0.045582035,1.60345,0.09104,1.92383,2339,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1
KYMR,KT-621 (STAT6),Type 2 inflammation in allergic diseasesÂ ,Phase 1,10/31/2024,"Phase 1 clinical trial initiated, noted October 31, 2024.",71.0,2990.2127,61.4842,47.67,46.17,49.86,-0.031972033,0.044916809,-0.008599375,-0.045582035,13.99943,0.19531,34.5269,2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVXL,Blarcamesine (ANAVEX2-73-AD-004) - (ATTENTION-AD),Mild to moderate Alzheimerâ€™s diseaseÂ ,Phase 2/3,10/31/2024,"Phase 2b/3 data confirmed the mechanism of action (MoA) by pre-specified SIGMAR1 gene analysis, noted October 31, 2024.",85.0,561.34632,69.1954,5.71,6.62,7.635,0.147876346,0.290523915,-0.008599375,-0.045582035,21.11591,0.11109,38.73158,2341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SILO,SPC-15,Post-traumatic stress disorder (PTSD)Â ,Phase 1,10/31/2024,"Additional data reported a sustained 80%+ drug release over a 7-day period and minimal variation in key physical properties, noted October 31, 2024.",9.0,5.06744,185.0233,1.13,1.13,1.28,0.0,0.124642445,-0.008599375,-0.045582035,2.88298,0.00688,1.04957,2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABOS,ACU193 - (ALTITUDE-AD),Early Alzheimer's diseaseÂ ,Phase 2,10/31/2024,Phase 2 data at CTAD highlighted the pTau217 assay as an effective and efficient tool to screen participants for ALTITUDE-AD that reduces unnecessary amyloid PET scans and lumbar puncture procedures f,60.0,173.02976,75.2922,3.03,2.88,3.17,-0.050772325,0.045168968,-0.008599375,-0.045582035,2.11165,0.0601,0.45543,2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATOS,(Z)-Endoxifen - (I-SPY 2),Locally advanced breast cancerÂ ,Phase 2,10/31/2024,"Phase 2 study met the primary endpoint at 10mg once daily, noted October 31, 2024.",129.0,173.54523,58.5575,1.41,1.38,1.5,-0.021506205,0.061875404,-0.008599375,-0.045582035,10.37847,0.10099,0.87853,2344,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1
PALI,PALI-2108,Moderate-to-severe ulcerative colitis (UC)Â ,Preclinical,10/31/2024,"Preclinical data reported a high conversion rate of 90.1% at 24 hours with significant inhibition of TNFÎ± production in human whole blood, with an IC50 of 0.022 Î¼M, indicating strong potency, noted Oc",9.0,3.22181,72.4588,3.1,2.72,2.54,-0.130770231,-0.19923803,-0.008599375,-0.045582035,1.4077,0.06541,6.65242,2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTS,INT230-6 - (INVINCIBLE-4),Triple Negative Breast CancerÂ ,Phase 2,10/31/2024,"Phase 2 trial dosing intiated, noted October 31, 2024",47.0,44.75852,48.6627,3.05,3.25,3.22,0.063513406,0.054239769,-0.008599375,-0.045582035,0.29861,0.0016,0.07883,2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFRI,Ameluz (BF-200 ALA),Basal cell carcinomaÂ ,Phase 3,10/31/2024,"Phase 3 data reported primary and secondary endpoints were all highly statistically significant, noted October 31, 2024.",10.0,6.81853,111.4276,0.9339,1.23,0.88,0.275400082,-0.059447459,-0.008599375,-0.045582035,8.54625,0.0052,163.38872,2347,1,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1
VCNX,Pepinemab - (SIGNAL-AD),Alzheimerâ€™s Disease (AD)Â ,Phase 1/2,10/31/2024,"Phase 1/2 data presented at CTAD reported that the expression of plasma GFAP and p-tau 217 biomarkers appears to increase predominantly during MCI and that this is inhibited by pepinemab treatment, no",2.0,7.79859,141.6353,4.03,2.79,3.3,-0.36772478,-0.199843907,-0.008599375,-0.045582035,1.2343,0.00023,1.26711,2348,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1
SUPN,SPN-820,Treatment-resistant depressionÂ ,Phase 2a,10/31/2024,"Phase 2a data reported that suicidal ideation decreased by 80%, noted October 31, 2024.",56.0,1877.44054,33.3288,34.87,34.07,36.4,-0.023209629,0.042941914,-0.008599375,-0.045582035,12.28528,0.06478,12.86804,2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
